SKU,Product,Manufacturer,Category,Type,Thickness,Pack Quantity,Width,Length,Colours,Cost ex VAT,Sell ex VAT,Sell inc VAT,Twickenham,Richmond,Discontinued?,Show on Website?
RE49141HAR,Pattern Larkspur,Harvey Maria,Vinyl,LVT,2.5,1.115,305,305,,27.13,43.75,52.5,,,,
RE44929HAR,Pattern Meadow Green,Harvey Maria,Vinyl,LVT,2.5,1.115,305,305,,27.13,43.75,52.5,,,,
RE96796HAR,Pattern Warm Terracotta,Harvey Maria,Vinyl,LVT,2.5,1.115,305,305,,27.13,43.75,52.5,,,,
RE38970HAR,Premium Woods Antique Oak,Harvey Maria,Vinyl,LVT,2.5,1.95,152,914,,20.15,33.25,39.9,,,,
RE90708HAR,Premium Woods Church Pine,Harvey Maria,Vinyl,LVT,2.5,1.95,152,914,,20.15,33.25,39.9,,,,
RE79109HAR,Premium Woods County Oak,Harvey Maria,Vinyl,LVT,2.5,1.95,152,914,,20.15,33.25,39.9,,,,
RE16431HAR,Premium Woods County Oak Parquet,Harvey Maria,Vinyl,LVT,2.5,1.95,101,304,,20.15,33.25,39.9,,,,
RE53579HAR,Premium Woods Fumed English Oak,Harvey Maria,Vinyl,LVT,2.5,1.95,152,914,,20.15,33.25,39.9,,,,
RE41460HAR,Premium Woods Fumed English Oak Parquet,Harvey Maria,Vinyl,LVT,2.5,1.95,101,304,,20.15,33.25,39.9,,,,
RE62599HAR,Premium Woods Lamp Wood,Harvey Maria,Vinyl,LVT,2.5,1.95,152,914,,20.15,33.25,39.9,,,,
RE77844HAR,Premium Woods Lamp Wood Parquet,Harvey Maria,Vinyl,LVT,2.5,1.95,101,304,,20.15,33.25,39.9,,,,
RE76939HAR,Premium Woods Limed Oak,Harvey Maria,Vinyl,LVT,2.5,1.95,152,914,,20.15,33.25,39.9,,,,
RE66951HAR,Premium Woods Limed Oak Parquet,Harvey Maria,Vinyl,LVT,2.5,1.95,101,304,,20.15,33.25,39.9,,,,
RE84141HAR,Premium Woods Natural Oak,Harvey Maria,Vinyl,LVT,2.5,1.95,152,914,,20.15,33.25,39.9,,,,
RE39163HAR,Premium Woods Pecan,Harvey Maria,Vinyl,LVT,2.5,1.95,152,914,,20.15,33.25,39.9,,,,
RE25797HAR,Premium Woods Portobello Oak,Harvey Maria,Vinyl,LVT,2.5,1.95,152,914,,20.15,33.25,39.9,,,,
RE56117HAR,Premium Woods Reclaimed Pine,Harvey Maria,Vinyl,LVT,2.5,1.95,152,914,,20.15,33.25,39.9,,,,
RE76650HAR,Premium Woods Sawn Oak,Harvey Maria,Vinyl,LVT,2.5,1.95,152,914,,20.15,33.25,39.9,,,,
RE88331HAR,Premium Woods Scrubbed Pecan,Harvey Maria,Vinyl,LVT,2.5,1.95,152,914,,20.15,33.25,39.9,,,,
RE33576HAR,Premium Woods Sussex Oak,Harvey Maria,Vinyl,LVT,2.5,1.95,152,914,,20.15,33.25,39.9,,,,
RE22531HAR,Premium Woods Sussex Oak Parquet,Harvey Maria,Vinyl,LVT,2.5,1.95,101,304,,20.15,33.25,39.9,,,,
RE57402HAR,Premium Woods Walnut,Harvey Maria,Vinyl,LVT,2.5,1.95,152,914,,20.15,33.25,39.9,,,,
