SKU,Product,Manufacturer,Supplier,Category,Type,Material,Widths,Colours,Cost ex VAT,Sell ex VAT,Sell inc VAT,Twickenham,Richmond,Show on Website?,Discontinued?
CA63286CLA,Hampstead,Clarendon Carpets,Clarendon Carpets,Carpet,Carpet,"50% Wool, 50% PP","4, 5","Ash, Cameo, Chateau, French Grey, Mono, Mudstone, Silverflake, Smoketree",17.0,34.166666666666664,41.0,Yes,,Yes,
CA83511CLA,Harrow,Clarendon Carpets,Clarendon Carpets,Carpet,Carpet,100% Wool,"4, 5","Battleship, Beige, Drift, Fawn, Fondant, Jute, Olive, Shadow, Steel, Stone",14.8,30.0,36.0,Yes,Yes,Yes,
CA90529CLA,Kingston,Clarendon Carpets,Clarendon Carpets,Carpet,Carpet,100% Wool,"4, 5","Rib Cloud, Rib Cobble, Rib Fleece, Rib Furrow, Rib Nordic, Rib Smoke, Rib Stucco, Rib Thatch, Weave Cloud, Weave Cobble, Weave Fleece, Weave Furrow, Weave Nordic, Weave Smoke, Weave Stucco, Weave Thatch",11.89,24.166666666666664,29.0,Yes,,Yes,
CA23075CLA,Mayfair Loop,Clarendon Carpets,Clarendon Carpets,Carpet,Carpet,"50% Wool, 50% Synthetic","4, 5","Basalt Loop, Brunswick Loop, Cardamon Loop, Dill Loop, Ivory Loop, Kasmir Loop, Mist, Natural Loop, Nickel Loop, Parfait Loop, Pepper Loop, Pl Shale, Tusk Loop, Urban",16.99,34.166666666666664,41.0,Yes,Yes,Yes,
CA81102CLA,Mortlake,Clarendon Carpets,Clarendon Carpets,Carpet,Carpet,100% Wool,"4, 5","Brussels Flint, Brussels Oak, Brussels Barley, Brussels Caramel, Brussels Cloud, Brussels Kashmir Beige, Brussels Sand Dune, Brussels Stone, Ripple Barley, Ripple Caramel, Ripple Cloud, Ripple Flint, Ripple Kashmir Beige, Ripple Oak, Ripple Sand Dune, Ripple Stone",10.34,20.833333333333336,25.0,Yes,,Yes,
CA71000CLA,New Elite Twist,Clarendon Carpets,Clarendon Carpets,Carpet,Carpet,100% PP,"4, 5","Battlefield, Beach, Callisto, Camel, Clotted Cream, Cookie Dough, Frost, Latte, Maple, Mink, Moon Dust, Pewter, Shadow, Shark Fin, Stone Age, Wishes",8.5,16.666666666666668,20.0,Yes,,,
CA79766CLA,Royal Cambridge,Clarendon Carpets,Clarendon Carpets,Carpet,Carpet,100% Wool,"4, 5","Balm, Cotton, Dune, Tungsten, Zinc",11.5,23.333333333333336,28.0,Yes,,,
CA79474CLA,Royal Sweden,Clarendon Carpets,Clarendon Carpets,Carpet,Carpet,100% Wool,"4, 5","Balm, Cotton, Dune, Quarry, Tungsten, Zinc",11.5,23.333333333333336,28.0,Yes,,,
CA86124CLA,Royal Windsor,Clarendon Carpets,Clarendon Carpets,Carpet,Carpet,100% Wool,"4, 5","Balm, Cotton, Dune, Quarry, Tungsten, Zinc",11.5,23.333333333333336,28.0,Yes,,,
CA97083CLA,Shoreditch,Clarendon Carpets,Clarendon Carpets,Carpet,Carpet,100% Wool,"4, 5","Buttermilk, Carbon, Clam, Ecru, Glaze, Greige, Jute, Kelp, Magnum, Pepper, Sepia, Twine",20.75,37.5,45.0,,,,
CA93198CLA,Stonebridge,Clarendon Carpets,Clarendon Carpets,Carpet,Carpet,100% NZ Wool,"4, 5","Contour Artic Fox, Contour Grey Goose, Contour Lunar, Contour Nickel, Contour Pelt, Contour Porpoise, Mirage Artic Fox, Mirage Grey Goose, Mirage Lunar, Mirage Pelt, Mirage Porpoise, Mirage Satin Nickel",27.5,46.66666666666667,56.0,Yes,Yes,Yes,
CA74536CLA,Vogue Velour,Clarendon Carpets,Clarendon Carpets,Carpet,Carpet,100% Polyamide,5,"Azure, Dove Tail, Elephant, Fifty, Manor House, Old Silver, Polar, Seal, Silk Taupe, Skimming Stone",22.68,40.83333333333333,49.0,,,,
CA53622CLA,Wool Supreme,Clarendon Carpets,Clarendon Carpets,Carpet,Carpet,100% Wool,"4, 5","Canvas, Hessian, Pebble, Shell, Slate, Stone, White Cotton",13.38,26.666666666666664,32.0,Yes,,Yes,
CA24662COR,Apollo Comfort,Cormar Carpets,Cormar Carpets,Carpet,Carpet,100% PP,"4, 5","Coyote, Drumlin, Earl Grey, Fjord Blue, Magnolia, Mortar, Nightingale, Osprey, Peak Glacier, Popsicle, Snipe, Vixen",12.07,23.333333333333336,28.0,,,,
CA93623COR,Apollo Plus,Cormar Carpets,Cormar Carpets,Carpet,Carpet,100% PP,"4, 5","Aluminium, Bumblebee, Caramel, Cinder Grey, City Smoke, Cork Oak, Homerton Grey, Mahogany, Manhattan Taupe, Marine Jade, Meteorite, Nigella, Pebblestone, Persian Doll, Rainstorm, Scarlet, Sea Breeze, Shortbread, Smokestack, Stepping Stone, Thunder Cloud, Tornado Blue",8.62,16.666666666666668,20.0,Yes,,Yes,
CA90901COR,Fairisle,Cormar Carpets,Cormar Carpets,Carpet,Carpet,100% Wool,"4, 5","Boardwalk, Cape Fog, Cinnamon, Fleece, Kirkstone, Mace, Oatflake, Ridge Mist, Shingle, Wholegrain",20.6,36.666666666666664,44.0,Yes,Yes,,
CA27491COR,Hampstead Deluxe,Cormar Carpets,Cormar Carpets,Carpet,Carpet,80% Wool,"4, 5","Claret, Cygnet, Dormouse, Florin, Fossil, Gunmetal, Italian Stone, Lotus Leaf, Maize, Moody Blue, Neptune, Pacific Pearl, Pole Star, Quartz, Rice, Ridge Rock, Silverstone, Spirit Glow, Toffee, White Pepper",19.5,36.666666666666664,44.0,Yes,Yes,,
CA55043COR,Hampstead Supreme,Cormar Carpets,Cormar Carpets,Carpet,Carpet,80% Wool,"4, 5","Claret, Cygnet, Dormouse, Florin, Fossil, Gunmetal, Italian Stone, Lotus Leaf, Maize, Moody Blue, Neptune, Pacific Pearl, Pole Star, Quartz, Rice, Ridge Rock, Silverstone, Spirit Glow, Toffee, White Pepper",16.85,31.666666666666664,38.0,Yes,Yes,,
CA60209COR,Inglewood Saxony,Cormar Carpets,Cormar Carpets,Carpet,Carpet,100% PP,"4, 5","Aspen Blue, Autumn Gold, Beechwood, Carbon, Fordham Flax, Manor Stone, Night Sky, Nimbus, North Star, Peak Frost, Sweet Chestnut, Venetian Marble, Wheat Husk, Willow, Winter Ice",13.97,26.666666666666664,32.0,,,,
CA62297COR,Kingston,Cormar Carpets,Cormar Carpets,Carpet,Carpet,100% PP,"4, 5","Battleship Grey, Bay Light, Caracal, Cedar, Hayseed, Iron Ore, Kernel, Light Cloud, Mocha, Molasses, Mushroom, Pale Oak, Silver Birch, Skiddaw Slate, Woodbrook",9.75,18.333333333333332,22.0,,,,
CA48154COR,Linwood,Cormar Carpets,Cormar Carpets,Carpet,Carpet,100% PP,"4, 5","Bulrush, Cappuccino, Cheswick Cloud, Clove, Fyfield Frost, Glendale Granite, Impala, Irish Linen, Juniper Grey, Langdale Slate, Maine Mist, Midas Touch, Summer Meadow, Supernova, Teal, Walmersley Natural",11.07,20.833333333333336,25.0,Yes,,,
CA36235COR,Malabar Two Fold,Cormar Carpets,Cormar Carpets,Carpet,Carpet,100% Wool,"4, 5","Balm, Buckwheat, Chinchilla, Cocoa, Cottonwood, Derby Stone, Dune, Flagstone, Hardwick, Husk, Koala, Llama, Muesli, Nubuck, Oatmeal, Pinto, Reed, Rhino, Sahara, Timber",14.8,28.333333333333336,34.0,Yes,Yes,Yes,
CA59233COR,Natural Berber Twist Deluxe,Cormar Carpets,Cormar Carpets,Carpet,Carpet,80% Wool,"4, 5","Chamois, Coconut, Eclipse, Exmoor Barley, Green Tea, Grey Squirrel, Hunters Moor, Marigold, Mohair, Morning Dew, Platinum, Rustic Clay, Saxon Stone, Seed, Silver Surf, Woodland Mist",19.36,36.666666666666664,44.0,,,,
CA83596COR,Natural Berber Twist Elite,Cormar Carpets,Cormar Carpets,Carpet,Carpet,80% Wool,"4, 5","Chamois, Coconut, Eclipse, Exmoor Barley, Green Tea, Grey Squirrel, Hunters Moor, Marigold, Mohair, Morning Dew, Platinum, Rustic Clay, Saxon Stone, Seed, Silver Surf, Woodland Mist",16.77,31.666666666666664,38.0,,,,
CA33471COR,Pembroke,Cormar Carpets,Cormar Carpets,Carpet,Carpet,80% Wool,"4, 5","Anvil, Camel, Caraway, Cashmere, Chervil, Chrome, Egyptian Cotton, Hickory, Kielder Slate, Lagoon, London Stone, Red Squirrel, River Mist, Rosewood, Savannah, Storm Cloud, Toasted Almond, Wood Ash",13.99,26.666666666666664,32.0,,,,
CA60211COR,Pimlico,Cormar Carpets,Cormar Carpets,Carpet,Carpet,50% NZ Wool,"4, 5","Calico, Cement, Fawn, Granary, Graphite, Lace, Loam, Madeira, Millstone, Oyster, Palm Beach, Pavilion, Praline, Purbeck, Satin, Sepia, Volcanic Ash, Wild Rice",15.4,29.166666666666664,35.0,,,Yes,
CA69126COR,Pimlico Stripe,Cormar Carpets,Cormar Carpets,Carpet,Carpet,50% NZ Wool,4,"Bloomsbury Stripe, Clapham Stripe, Dulwich Stripe, Hampstead Stripe",15.4,29.166666666666664,35.0,Yes,Yes,,
CA12045COR,Primo Choice Elite,Cormar Carpets,Cormar Carpets,Carpet,Carpet,100% PP,"4, 5","Blue Moon, Brazil Nut, Chia Seed, Cookie, Elm, Filbert, Grey Goose, Lava Stone, Light Azore, Linseed, Mercury, Mustang, Quarry, Truffle, Zinc",13.0,25.0,30.0,,,,
CA68244COR,Primo Choice Super,Cormar Carpets,Cormar Carpets,Carpet,Carpet,100% PP,"4, 5","Blue Moon, Brazil Nut, Chia Seed, Cookie, Elm, Filbert, Grey Goose, Lava Stone, Light Azore, Linseed, Mercury, Mustang, Quarry, Truffle, Zinc",10.63,20.0,24.0,,,,
CA58264COR,Primo Grande,Cormar Carpets,Cormar Carpets,Carpet,Carpet,100% PP,"4, 5","Alloy Grey, Beaver, Ceramic, Cloudy Bay, Curlew, Gemstone, Lynx, Merlin, Moorland Frost, Pearl River, Raven, Rushmoor, Shadow, Snow Drift, String, Welsh Slate",13.76,25.833333333333336,31.0,Yes,,,
CA84080COR,Primo Naturals,Cormar Carpets,Cormar Carpets,Carpet,Carpet,100% PP,"4, 5","Bankside Beige, Carob, Chestnut, Chiltern Flint, Eden Quartz, Holywell Tin, Midnight Grove, Pecan, Prev, Sandstone, Sort By, Sterling Silver, Walnut, Westmorland Slate, Wild Honey",10.4,20.0,24.0,Yes,,,
CA30439COR,Primo Plus,Cormar Carpets,Cormar Carpets,Carpet,Carpet,100% PP,"4, 5","Alloy Grey, Clematis, Cloudy Bay, Cornflower, Cotswold Clay, Ecru, French Grey, Gemstone, Misty Morning, Moleskin, Moonshine, Pannacotta, Portland Stone, Pumice, Putty, Spearmint, Theakston Taupe, Watercolour",10.23,19.166666666666668,23.0,Yes,Yes,Yes,
CA62993COR,Primo Tweeds,Cormar Carpets,Cormar Carpets,Carpet,Carpet,100% PP,"4, 5","Beechnut, Blue Marlin, Brownstone, Butterscotch, Cloudburst, Ebony, Indian Ruby, Malibu, Mineral Grey, Moccasin, New Moon, Rock Heath, Silk Shadow, Westwood Beige",11.11,20.833333333333336,25.0,Yes,Yes,,
CA54900COR,Primo Ultra,Cormar Carpets,Cormar Carpets,Carpet,Carpet,100% PP,"4, 5","Alloy Grey, Argent, Beaver, Cloudy Bay, Cotswold Clay, Doeskin, Ecru, Eucalyptus, Fern, Foxton Flax, French Grey, Gemstone, Nougat, Pannacotta, Peppercorn, Peverell Pewter, Raven, Shadow, Snow Drift, Winter Moon",12.74,24.166666666666664,29.0,Yes,Yes,Yes,
CA64229COR,Riva,Cormar Carpets,Cormar Carpets,Carpet,Carpet,100% PP,"4, 5","Aniseed, Arcadia, Denim, Dolphin, Ember, Greengage, Highland Cloud, Icicle, Mascarpone, Nocturne, Panama, Periwinkle, Starlight, Titanium, Wattle, Woodsmoke",11.48,21.666666666666664,26.0,,Yes,Yes,
CA21719COR,Sensation Feeling,Cormar Carpets,Cormar Carpets,Carpet,Carpet,100% PP,"4, 5","Ammonite, Arctic Grey, Atlantic Seal, Basalt, Cambrian Stone, Cape Diamond, Dusky Rose, Feather, Icing Sugar, Light Taupe, Lilac Stone, Lone Star, Monterey Sand, Mother of Pearl, Northern Sky, Rydal Stone, Shale Grey, Siberian Mink, Soft Orchid, Ventura Opal",13.36,25.0,30.0,Yes,Yes,,
CA41459COR,Sensation Heathers,Cormar Carpets,Cormar Carpets,Carpet,Carpet,100% PP,"4, 5","Almond Mousse, Alpine Stone, Bergan Frost, Canyon Glow, Coral White, Crescent Moon, Dark Crystal, Dunmore Creek, Greyhound, Jute, Lakeland Mist, Macadamia, Ocean Tide, Riga Surf, Sable",14.41,27.5,33.0,Yes,Yes,Yes,
CA49570COR,Sensation Original,Cormar Carpets,Cormar Carpets,Carpet,Carpet,100% PP,"4, 5","Ammonite, Arctic Grey, Atlantic Seal, Basalt, Cambrian Stone, Cape Diamond, Dusky Rose, Feather, Icing Sugar, Light Taupe, Lilac Stone, Lone Star, Monterey Sand, Mother of Pearl, Northern Sky, Rydal Stone, Shale Grey, Siberian Mink, Soft Orchid, Ventura Opal",14.41,27.5,33.0,Yes,Yes,Yes,
CA68905COR,Southwold,Cormar Carpets,Cormar Carpets,Carpet,Carpet,100% NZ Wool,"4, 5","Aldeburgh Ash, Barnham Beech, Carlton Cream, Cavenham Chrome, Chilton Canvas, Cransford Cloud, Dunstan Dove, Fairhaven Flax, Farnham Fleece, Houghton Honey, Marlesford Mist, Moulton Moon, Pakenham Parchment, Saxstead Slate, Sudbury Steel, Woodbridge Grey",16.1,30.833333333333336,37.0,Yes,Yes,Yes,
CA58520COR,Trinity,Cormar Carpets,Cormar Carpets,Carpet,Carpet,100% PP,"4, 5","Anchor Grey, Autumn Trail, Biscuit, Driftwood, Galaxy Grey, Jet, Lapwing, Marshmallow, Palm Sugar, Russet, Scandinavian Stone, Seagull, Sierra, Wharf Mist",13.6,25.833333333333336,31.0,,,,
CA74419COR,Woodland Heathers Deluxe,Cormar Carpets,Cormar Carpets,Carpet,Carpet,80% Wool,"4, 5","Charcoal, Cheviot Cloud, Dove Grey, Goldcrest, Keswick Slate, Meadow Light, Mountain Larch, Papyrus, Peregrine, Pine Nut, Rushford Rye, Silver Fox, Travertine, Yardley Stone",14.88,28.333333333333336,34.0,,Yes,,
CA11546COR,Woodland Heathers Elite,Cormar Carpets,Cormar Carpets,Carpet,Carpet,80% Wool,"4, 5","Charcoal, Cheviot Cloud, Dove Grey, Goldcrest, Keswick Slate, Meadow Light, Mountain Larch, Papyrus, Peregrine, Pine Nut, Rushford Rye, Silver Fox, Travertine, Yardley Stone",12.68,24.166666666666664,29.0,,Yes,,
CA19786CRU,Alaska,Crucial Trading,Crucial Trading,Carpet,Carpet,100% Wool,4,"Arctic Fox AL202, Grey Wolf AL203, Harbour Seal AL204, Polar White AL205, Silver Squirrel AL206",79.58,119.16666666666666,143.0,,,Yes,
CA84929CRU,Alpine,Crucial Trading,Crucial Trading,Carpet,Carpet,100% Wool,4,"Archipelago WA518, Archive Tale WA511, Birch White WA517, Clear Summit WA501, Framed Light WA513, Frosted Peaks WA500, Midsummer Dance WA514, Nordic Time WA512, Sandy Steps WA502, Shorter Days WA515, Story Telling WA516",47.87,71.66666666666667,86.0,,,Yes,
CA33812CRU,Audrey,Crucial Trading,Crucial Trading,Carpet,Carpet,100% Wool,4,"Daybreak WFS6, Daylight WFS5, Midday WFS3, Midnight WFS4, Nightfall WFS7, Sunrise WFS1, Sunset WFS2, Twilight WFS8",74.78,112.5,135.0,,,Yes,
CA23768CRU,Balance,Crucial Trading,Crucial Trading,Carpet,Carpet,100% Wool,5,"Clarity BA503, Grace BA500, Intuition BA506, Pause BA505, Philosophy BA504, Silence BA501, Timeless BA502",47.29,70.83333333333333,85.0,,,,
CA65952CRU,Biscayne Plain,Crucial Trading,Crucial Trading,Carpet,Carpet,100% Wool,5,"Grey Ash BS121, Mascarpone BS116, Monument BS117, Raven BS119, Smoked Pearl BS118, Wild Mushroom BS120",42.22,63.33333333333333,76.0,,,Yes,
CA58145CRU,Biscayne Stripe,Crucial Trading,Crucial Trading,Carpet,Carpet,100% Wool,5,"Eggshell BS100, Evergreen BS106, Lemon BS105, Lime BS102, Marshmallow BS103, Truffle BS104, Turquoise BS107",42.22,63.33333333333333,76.0,,,,
CA99336CRU,Buttercup,Crucial Trading,Crucial Trading,Carpet,Carpet,100% Wool,5,"Cool Slate WB104, Gentle Oyster WB101, Morning Mist WB103, Soft Shell WB102, Warm Grey WB105, White Linen WB100",56.3,84.16666666666666,101.0,,,Yes,
CA37815CRU,Collage,Crucial Trading,Crucial Trading,Carpet,Carpet,100% Wool,5,"Juxtaposition CG101, Mixed Media CG103, Modernity CG105, Paper Layer CG104, Soft Focus CG102",80.46,120.83333333333334,145.0,,Yes,Yes,
CA80224CRU,CT Coir Boucle Natural,Crucial Trading,Crucial Trading,Carpet,Coir,100% Coir,"3.94, 5",,17.74,35.833333333333336,43.0,,,,
CA66382CRU,CT Coir Herringbone Natural,Crucial Trading,Crucial Trading,Carpet,Coir,100% Coir,"3.94, 5",,16.09,32.5,39.0,,,,
CA76570CRU,CT Coir Panama Natural,Crucial Trading,Crucial Trading,Carpet,Coir,100% Coir,"3.94, 5",,16.09,32.5,39.0,,,,
CA14558CRU,CT Fine Seagrass,Crucial Trading,Crucial Trading,Carpet,Seagrass,100% Segrass,4,,18.17,36.666666666666664,44.0,,,Yes,
CA59340CRU,CT Fine Seagrass Basketweave,Crucial Trading,Crucial Trading,Carpet,Seagrass,100% Segrass,4,,19.36,38.333333333333336,46.0,,,Yes,
CA75036CRU,CT Fine Seagrass Herringbone,Crucial Trading,Crucial Trading,Carpet,Seagrass,100% Segrass,4,,19.36,38.333333333333336,46.0,,,Yes,
CA39940CRU,CT Jute Herringbone,Crucial Trading,Crucial Trading,Carpet,Jute,100% Jute,4,,23.48,42.5,51.0,,,Yes,
CA82808CRU,CT Seagrass Basketweave,Crucial Trading,Crucial Trading,Carpet,Seagrass,100% Segrass,4,,23.16,41.66666666666667,50.0,,,Yes,
CA24048CRU,CT Seagrass Herringbone Accents,Crucial Trading,Crucial Trading,Carpet,Seagrass,100% Segrass,4,,18.39,36.666666666666664,44.0,,,Yes,
CA17002CRU,CT Seagrass Herringbone Classic,Crucial Trading,Crucial Trading,Carpet,Seagrass,100% Segrass,4,,16.89,34.166666666666664,41.0,Yes,Yes,Yes,
CA77519CRU,CT Seagrass Original,Crucial Trading,Crucial Trading,Carpet,Seagrass,100% Segrass,4,,14.55,29.166666666666664,35.0,,,Yes,
CA27836CRU,CT Sisal Big Boucle Accents,Crucial Trading,Crucial Trading,Carpet,Sisal,100% Sisal,"4, 5","Aluminium E658, Antique Gold E659, Black E680",27.76,47.5,57.0,,,Yes,
CA93375CRU,CT Sisal Big Boucle Classics,Crucial Trading,Crucial Trading,Carpet,Sisal,100% Sisal,4,"Coco E313, Corn E312",27.76,47.5,57.0,,,Yes,
CA19493CRU,CT Sisal Divine,Crucial Trading,Crucial Trading,Carpet,Sisal,100% Sisal,4,"Golden Sands SD106, Grey Pearl SD101, Morning Frost SD100, Rich Caramel SD103, Roasted Coffee SD104, Sandstone SD105, Soft Praline SD102",61.41,92.5,111.0,,,Yes,
CA78482CRU,CT Sisal Grand Herringbone,Crucial Trading,Crucial Trading,Carpet,Sisal,100% Sisal,4,"Chestnut GH101, Fossil GH105, Golden Sands GH103, Light Ash GH102, Pearl GH104, Praline GH100",51.4,77.5,93.0,,,Yes,
CA27465CRU,CT Sisal Grand Oriental,Crucial Trading,Crucial Trading,Carpet,Sisal,100% Sisal,4,"Cinder Grey GO803, Dark Skies GO800, Fresh Mist GO802, Rich Caramel GO801",52.46,78.33333333333333,94.0,,,Yes,
CA13718CRU,CT Sisal Harmony Boucle,Crucial Trading,Crucial Trading,Carpet,Sisal,100% Sisal,5,"Dusty Stone HB264, Elegant Iron HB260, Fresh Silver HB261, Gentle Fawn HB265, Light Caramel HB255, Moon Frost HB257, Pacific Blue HB250, Sweet Barley HB254, Warm Grey HB259",22.4,40.0,48.0,,,Yes,
CA19040CRU,CT Sisal Harmony Herringbone,Crucial Trading,Crucial Trading,Carpet,Sisal,100% Sisal,5,"Dusty Stone HH264, Elegant Iron HH260, Fresh Silver HH261, Gentle Fawn HH265, Light Caramel HH255, Moon Frost HH257, Pacific Blue HH250, Sweet Barley HH254, Warm Grey HH259",23.5,42.5,51.0,Yes,Yes,Yes,
CA79042CRU,CT Sisal Harry,Crucial Trading,Crucial Trading,Carpet,Sisal,100% Sisal,4,,39.53,63.33333333333333,76.0,,,,Yes
CA95693CRU,CT Sisal Herringbone,Crucial Trading,Crucial Trading,Carpet,Sisal,100% Sisal,4,"Flint E405, Light Honey E400, Mist E402, Oatmeal E403, Topaz E110",30.19,51.66666666666667,62.0,,,Yes,
CA45273CRU,CT Sisal Malawi,Crucial Trading,Crucial Trading,Carpet,Sisal,100% Sisal,"4, 5","Bark SM104, Coconut SM101, Hemp SM102, Rustic SM105, Twine SM103, Wicker SM100",52.78,79.16666666666667,95.0,,,Yes,
CA24819CRU,CT Sisal Ogee,Crucial Trading,Crucial Trading,Carpet,Sisal,100% Sisal,4,,71.93,107.5,129.0,,,,
CA43137CRU,CT Sisal Oriental,Crucial Trading,Crucial Trading,Carpet,Sisal,100% Sisal,"4, 5","Aluminium E111, Antique Gold E112, Brass E114, Carbon E109, Copper E102, Dusty Stone E115, Old Heritage E113, Platinum E108, Silver E101, Topaz E100",22.5,40.83333333333333,49.0,Yes,Yes,Yes,
CA60147CRU,CT Sisal Panama New Champagne,Crucial Trading,Crucial Trading,Carpet,Sisal,100% Sisal,4,"Black E221, Brown E222, Natural E220, Red E223",29.31,50.0,60.0,,Yes,Yes,
CA81574CRU,CT Sisal Small Boucle Accents,Crucial Trading,Crucial Trading,Carpet,Sisal,100% Sisal,"4, 5","Aluminium C658, Antique-Gold C659, Black C714, Limestone C719, Scarlet C858, Steel C716",22.4,40.0,48.0,,,Yes,
CA90568CRU,CT Sisal Small Boucle C,Crucial Trading,Crucial Trading,Carpet,Sisal,100% Sisal,4,"Anthracite CC989, Old-Heritage CC988, Silver CC981, Smoke CC982, Steel-Blue CC983",33.39,56.66666666666667,68.0,,,Yes,
CA65244CRU,CT Sisal Small Boucle Classics,Crucial Trading,Crucial Trading,Carpet,Sisal,100% Sisal,"4, 5","Bronze C654, Ginger C653",22.4,40.0,48.0,,Yes,Yes,
CA15009CRU,Enchanted,Crucial Trading,Crucial Trading,Carpet,Carpet,100% Wool,5,"Castle Grey WE104, Cinder Grey WE103, Cool White WE100, Morning Mist WE102, Soft Sands WE101",56.98,85.83333333333334,103.0,,,Yes,
CA40277CRU,Enigma,Crucial Trading,Crucial Trading,Carpet,Carpet,100% Wool,5,"Desert Island WE510, Enchanted Forest WE517, Eternal Flame WE518, Hidden Cave WE511, Shooting Star WE514, Spellbound WE515, Stargazer WE516, Waterfall Mist WE513, Winter Wonderland WE512",54.13,80.83333333333334,97.0,,Yes,Yes,
CA87990CRU,Fabulous,Crucial Trading,Crucial Trading,Carpet,Carpet,100% Wool,5,"Diamond WFN501, Diamond WFW601, Emerald Narrow WFN502, Emerald WFN502, Emerald WFW602, Opal WFN504, Opal WFW604, Ruby WFN503, Ruby WFW603",78.99,118.33333333333334,142.0,,,Yes,
CA76591CRU,Grace,Crucial Trading,Crucial Trading,Carpet,Carpet,100% Wool,5,"Ocean Pearl WG105, Rocky Cove WG103, Sandy Shore WG102, Sky Blue WG100, Smooth Pebble WG101, Summer Cloud WG104",53.89,80.83333333333334,97.0,,,Yes,
CA28907CRU,Harbour,Crucial Trading,Crucial Trading,Carpet,Carpet,100% Wool,4,"Autumn Glow WH207, Calm Breeze WH201, Deep Purple WH203, Emerald Tide WH208, Golden Glaze WH202, Grey Mist WH204, Knotted Rope WH205, Marine Blue WH200, Natural Stone WH206",50.45,75.83333333333333,91.0,Yes,Yes,Yes,
CA28243CRU,Jasmine,Crucial Trading,Crucial Trading,Carpet,Carpet,100% Wool,5,"Grey Orchid WJ204, Silver Thistle WJ202, Spring Blossom WJ201, Vintage Rose WJ203, White Lilly WJ200",37.33,60.0,72.0,,,Yes,
CA24697CRU,Jhutex,Crucial Trading,Crucial Trading,Carpet,Jute,100% Jute,4,,23.48,42.5,51.0,Yes,Yes,Yes,
CA68730CRU,Ju-Tweed,Crucial Trading,Crucial Trading,Carpet,Jute,100% Jute,4,,23.48,42.5,51.0,,,Yes,
CA97153CRU,Linen n Wool,Crucial Trading,Crucial Trading,Carpet,Carpet,"55% Wool, 45% Linen",4,"Black WL779, Cream WL775, Dark Grey WL778, Pale Grey WL776, Slate WL777",54.27,81.66666666666666,98.0,,,Yes,
CA11511CRU,Mississippi,Crucial Trading,Crucial Trading,Carpet,Carpet,100% Wool,4,"Black / Sapphire WS120, Black / Silver WS110, Blue / Gold WS100, Chai Blue WS222, Chocolate / Blue WS115, Dark Oil WS148, Deep Thinking WS157, Ginkgo Green WS140, Indigo Russet WS149, Jade / Cream WS118, Light Reflection WS253, Lime / Red Ws114 Lime / RED, Parchment WS254, Pastels WS113, Sand / Willow WS119, Warm Clay WS142",35.5,56.66666666666667,68.0,Yes,Yes,Yes,
CA73808CRU,Mississippi Premium,Crucial Trading,Crucial Trading,Carpet,Carpet,100% Wool,"1, 4, 5","Black / Sapphire MP120, Black / Silver MP110, Chocolate / Blue MP115, Copper / Black MP121, Khaki / Cream MP108, Lime / Red MP114, Pastels MP113, Plum / Green MP112, Red / Plum MP123",48.09,72.5,87.0,,,Yes,
CA66664CRU,Opal,Crucial Trading,Crucial Trading,Carpet,Carpet,100% Wool,"4, 5","Grey Cloud OP305, Ivory OP306, Mousey Brown OP304, Mushroom OP301, Pebble OP302, Willow OP303",30.29,51.66666666666667,62.0,,,Yes,
CA39180CRU,Pearl,Crucial Trading,Crucial Trading,Carpet,Carpet,100% Wool,5,"Chic Steel WP105, Grey Dove WP106, Pure Oyster WP102, Silver Shore WP104, Soft Olive WP103, White Cotton WP101",51.58,77.5,93.0,,,Yes,
CA49226CRU,Pride,Crucial Trading,Crucial Trading,Carpet,Carpet,100% Wool,4,"Dusty Coal WP351, Sandy Shore WP350, Shadow Grey WP352, Silver Pearl WP353",58.45,87.5,105.0,,,Yes,
CA14738CRU,Reef,Crucial Trading,Crucial Trading,Carpet,Carpet,100% Wool,5,"Calm Cloud WR104, Cool Haze WR102, Gentle Dove WR103, Light Stone WR106, Peaceful Willow WR105, Smooth Silk WR101, Soft Eden WR100",52.29,78.33333333333333,94.0,,,Yes,
CA12691CRU,Rococo,Crucial Trading,Crucial Trading,Carpet,Carpet,100% NZ Felted Wool,4,"Candelabra WR130, Gilded Neutral WR107, Graceful Opinion WR124, Pearl GREY, Pearl Grey WR122, Sculptured White WR131, Simplicity WR129",83.67,125.83333333333334,151.0,,,Yes,
CA34792CRU,Rustica,Crucial Trading,Crucial Trading,Carpet,Carpet,100% Wool,5,"Arctic White RU100, Buffalo RU104, Fawn RU103, Marble RU101, Pale Grey RU102",45.42,68.33333333333333,82.0,Yes,Yes,Yes,
CA33396CRU,Sisool Masai,Crucial Trading,Crucial Trading,Carpet,Sisal,"60% Sisal, 40% Wool",4,"Desert M603, Eclipse M601, Monsoon M604, Savannah M602, Soft Grey M607, White Mist M606",72.82,109.16666666666666,131.0,,Yes,Yes,
CA91405CRU,Sisool Plaid,Crucial Trading,Crucial Trading,Carpet,Sisal,"80% Sisal, 20% Wool",4,"Chalk White SP301, Misty Grey SP303, Natural Calico SP300, Rich Black SP304, Warm Grey SP302",66.68,100.0,120.0,,Yes,,
