SKU,Product,Manufacturer,Supplier,Category,Type,Material,Widths,Colours,Cost ex VAT,Sell ex VAT,Sell inc VAT,Twickenham,Richmond,Show on Website?,Discontinued?
CA81874LAN,Freedom,Lano,Lano,Carpet,Carpet,100% Triexta,"4, 5","081 Lava Stone, 120 Coral, 190 Malt Chocolate, 221 Shoreline, 251 Oatmeal, 312 Rust 2, 332 Apricot 2, 371 Gold Leaf 1, 430 Bamboo Mat, 451 Faux Pearl, 460 Hazelnut, 470 Chestnut, 611 Ivy 1, 692 Satin Jade 2, 712 Atlantic 2, 761 Summer Sky, 781 Steel1, 820 Domino, 830 Elephant, 841 Dolphin, 850 Urban Obsession, 871 Carved Stone, 880 Egyptian Cotton, 890 Ivory",30.0,43.33333333333333,52.0,,Yes,,
CA47889LAN,Incasa,Lano,Lano,Carpet,Carpet,100% Triexta,"4, 5","090 Aubergine, 170 Salmon, 240 Cream, 250 Magnolia, 260 Camel, 270 Almond, 540 Curry, 710 Atlantic, 720 Blue Cape, 740 Ocean, 810 Charcoal, 820 Slate, 850 Moonbeam, 880 Pearl",27.5,40.0,48.0,,Yes,,
CA20130LAN,Jade,Lano,Lano,Carpet,Carpet,100% PES,"4, 5","110 Carmine, 180 Rum, 250 Magnolia, 260 Camel, 400 Coffee, 420 Cornstalk, 450 Sand, 710 Atlantic, 780 Steel, 800 Ebony, 820 Slate, 830 Ash, 840 Moonshine, 850 Moonbeam",16.0,29.166666666666664,35.0,,,,
CA55762LAN,Lior,Lano,Lano,Carpet,Carpet,100% Triexta,"4, 5","060 Heather, 120 Coral, 150 Sahara, 160 Muscat, 210 Tobacco, 240 Cream, 250 Magnolia, 260 Camel, 380 Bronze, 480 Barley, 610 Ivy, 720 Blue Cape, 740 Ocean, 770 Sapphire, 810 Charcoal, 820 Slate, 840 Moonshine, 860 Granite, 870 Silver, 880 Pearl, 890 Snow",33.0,45.0,54.0,,Yes,,
CA99156LAN,Loft Life Grand,Lano,Lano,Carpet,Carpet,100% Triexta,"4, 5","080 Purple, 170 Salmon, 180 Rum, 260 Camel, 410 Leather, 430 Bamboo Mat, 440 Ivory, 780 Steel, 810 Charcoal, 840 Moonshine, 870 Silver, 880 Pearl",30.0,43.33333333333333,52.0,,,,
CA98486LAN,Loft Life Pure,Lano,Lano,Carpet,Carpet,100% Triexta,"4, 5","080 Purple, 170 Salmon, 180 Rum, 260 Camel, 410 Leather, 430 Bamboo Mat, 440 Ivory, 780 Steel, 810 Charcoal, 840 Moonshine, 870 Silver, 880 Pearl",30.0,43.33333333333333,52.0,,,,
CA68188LAN,Loft Life Sweet,Lano,Lano,Carpet,Carpet,100% Triexta,"4, 5","080 Purple, 170 Salmon, 180 Rum, 260 Camel, 410 Leather, 430 Bamboo Mat, 440 Ivory, 780 Steel, 810 Charcoal, 840 Moonshine, 870 Silver, 880 Pearl",30.0,43.33333333333333,52.0,,,,
CA56852LAN,Patina,Lano,Lano,Carpet,Carpet,100% Triexta,"4, 5","080 Purple, 240 Cream, 330 Apricot, 370 Gold Leaf, 420 Cornstalk, 430 Bamboo Mat, 440 Ivory, 590 Moss, 750 Sky, 780 Steel, 810 Charcoal, 830 Ash, 850 Moonbeam, 860 Granite",26.0,37.5,45.0,,Yes,,
CA28373LAN,Pleasure,Lano,Lano,Carpet,Carpet,100% Polyamide,"4, 5","141 Old Rose 1, 151 Sahara 1, 181 Rum 1, 220 Acorn, 240 Cream, 250 Magnolia, 260 Camel, 391 Copper 1, 421 Cornstalk 1, 620 Savanna, 701 Navy 1, 760 Wedgwood, 791 Midnight 1, 801 Ebony 1, 810 Charcoal, 820 Slate, 830 Ash, 840 Moonshine, 880 Pearl, 891 Snow 1",39.0,55.83333333333333,67.0,Yes,Yes,Yes,
CA62578LAN,Romance,Lano,Lano,Carpet,Carpet,100% Triexta,"4, 5","052 Crocus, 062 Heather, 081 Lava Stone, 091 Truffle, 221 Shoreline, 451 Faux Pearl, 460 Hazelnut, 470 Chestnut, 732 Azure, 782 Steel, 830 Elephant, 841 Dolphin, 850 Urban Obsession, 871 Carved Stone, 880 Egyptian Cotton, 890 Ivory",35.0,47.5,57.0,,Yes,,
CA32057LAN,Satine,Lano,Lano,Carpet,Carpet,100% Polyamide,"4, 5","101 Ruby 1, 184 Rum 4, 194 Chestnut 4, 200 Chocolate, 254 Magnolia 4, 264 Camel 4, 371 Gold Leaf 1, 410 Leather, 414 Leather 4, 430 Bamboo Mat, 434 Bamboo Mat 4, 504 Olive 4, 791 Midnight 1, 794 Midnight 4, 800 Ebony, 814 Charcoal 4, 824 Slate 4, 841 Moonshine 1, 844 Moonshine 4, 854 Moonbeam 4, 864 Granite 4, 880 Pearl, 884 Pearl 4",31.0,47.5,57.0,,Yes,Yes,
CA71167LAN,Sofia,Lano,Lano,Carpet,Carpet,100% Triexta,"4, 5","120 Coral, 130 Rose, 140 Old Rose, 180 Rum, 240 Cream, 250 Magnolia, 260 Camel, 290 Sepia, 370 Gold Leaf, 410 Leather, 430 Bamboo Mat, 440 Ivory, 450 Sand, 460 Hemp, 500 Olive, 620 Savanna, 700 Navy, 800 Ebony, 810 Charcoal, 820 Slate, 860 Granite, 870 Silver, 871 Silver 1, 890 Snow",47.5,60.83333333333333,73.0,,,,
CA38279LAN,Soft Distinction,Lano,Lano,Carpet,Carpet,100% PP,"4, 5","042 Anemone, 212 Cappuccino, 242 Biscuit, 272 Limestone, 432 Elmwood, 462 Hemp, 832 Ash, 842 Greystone, 852 Metal, 862 Paloma, 872 Silver, 874 Teal Grey, 882 Mist",11.0,20.0,24.0,,Yes,,
CA58273LAN,Startwist Elite,Lano,Lano,Carpet,Carpet,100% PP,"4, 5","243 Desert Sand, 270 Almond, 433 Alpaca, 443 Clotted Cream, 450 Sand, 833 Titanium, 845 Anchor, 850 Moonbeam, 852 Metal, 855 Nickel, 861 Granite, 862 Paloma, 865 Soft Taupe, 870 Silver, 881 Soft Stone, 882 Mist",11.5,20.833333333333336,25.0,,Yes,,
CA55293LAN,Startwist Supreme,Lano,Lano,Carpet,Carpet,100% PP,"4, 5","243 Desert Sand, 270 Almond, 433 Alpaca, 443 Clotted Cream, 450 Sand, 833 Titanium, 845 Anchor, 850 Moonbeam, 852 Metal, 855 Nickel, 861 Granite, 862 Paloma, 865 Soft Taupe, 870 Silver, 881 Soft Stone, 882 Mist",10.0,18.333333333333332,22.0,,Yes,,
CA82769LAN,Sweet Elegance,Lano,Lano,Carpet,Carpet,100% PP,"4, 5","230 Flax, 240 Cream, 430 Bamboo Mat, 440 Ivory, 450 Sand, 820 Slate, 830 Ash, 840 Moonshine, 850 Moonbeam, 860 Granite, 870 Silver, 880 Pearl",12.25,21.666666666666664,26.0,,,,
CA51203LAN,Traviata,Lano,Lano,Carpet,Carpet,100% Polyamide,"4, 5","070 Violet, 110 Carmine, 230 Flax, 250 Magnolia, 380 Bronze, 390 Copper, 410 Leather, 420 Cornstalk, 430 Bamboo Mat, 440 Ivory, 480 Barley, 680 Juniper, 780 Steel, 790 Midnight, 810 Charcoal, 820 Slate, 830 Ash, 860 Granite, 870 Silver",27.5,44.16666666666667,53.0,,Yes,,
CA89384LAN,Zen,Lano,Lano,Carpet,Carpet,100% Polyamide,4,"041 Anémone 1, 054 Crocus 4, 061 Heather 1, 109 Ruby 9, 110 Carmine, 124 Coral 4, 141 Old Rose 1, 164 Muscat 4, 182 Rum 2, 204 Chocolate 4, 261 Camel 1, 271 Almond 1, 280 Havanna, 301 Mahogany 1, 311 Rust 1, 313 Rust 3, 410 Leather, 423 Cornstalk 3, 434 Bamboo Mat 4, 442 Ivory 2, 451 Sand 1, 511 Grass 1, 544 Curry 4, 552 Apple Mint 2, 624 Savanna 4, 711 Atlantic 1, 734 Azuur 4, 742 Ocean 2, 762 Wedgwood 2, 774 Sapphire 4, 782 Steel 2, 790 Midnight, 791 Midnight 1, 792 Midnight 2, 800 Ebony, 810 Charcoal, 812 Charcoal 2, 820 Slate, 830 Ash, 832 Ash 2, 840 Moonshine, 850 Moonbeam, 862 Granite 2, 871 Silver 1, 872 Silver 2, 892 Snow 2",25.0,40.83333333333333,49.0,,,,
CA91168LEW,Chantilly,Lewis Abbott,Lewis Abbott,Carpet,Carpet,100% Wool,"4, 5","Haze, Midnight, Moonlight, Raindrop, Shadow, Sky, Snowfall, Storm Cloud, Sunrise",30.99,52.5,63.0,,Yes,,
CA89553LEW,Designer Rib,Lewis Abbott,Lewis Abbott,Carpet,Carpet,100% Wool,"4, 5","Morning Light, Muted Stone, Smooth Flint, Storm Clearing, Urban Obsession, Warm Pewter",36.29,58.33333333333333,70.0,,,,
CA62823LEW,Designer Weave,Lewis Abbott,Lewis Abbott,Carpet,Carpet,100% Wool,"4, 5","Ashen Sky, Chic Shadow, Frosted Steel, Moon Shimmer, Pebble Shore, Tranquil Dawn",36.29,58.33333333333333,70.0,,,,
CA30342LEW,Ewehurst,Lewis Abbott,Lewis Abbott,Carpet,Carpet,100% Wool,"4, 5","Ebonite, Echo, Eclipse, Elegant Grey, Elfin, Eucalyptus, Egyptian Cotton, Etrusian Grey",34.99,59.16666666666667,71.0,,Yes,,
CA36598LEW,Herringbone,Lewis Abbott,Lewis Abbott,Carpet,Carpet,"10% Wool, 90% PP","4, 5","Bronze, Chalk, Copper, Flint, Graphite, Quicksilver, Zinc",23.19,41.66666666666667,50.0,,,,
CA82905LEW,Notting Hill,Lewis Abbott,Lewis Abbott,Carpet,Carpet,100% Wool,"4, 5","Carnival Stripe, Clay, Cobblestone, Earth, Electric Cinema, Pastel Mews, Pebble, Portobello Market, Putty, Shingle, Vintage Taupe, Westbourne Grove",20.39,36.666666666666664,44.0,,Yes,,
CA90350LEW,Padstow,Lewis Abbott,Lewis Abbott,Carpet,Carpet,100% Wool,"4, 5","Dove Grey, Dusty Dawn, Misty Morning, Moon Beam, Mouse Tail, Mud Stone, Shingle",27.09,45.83333333333333,55.0,,Yes,,
CA17403LEW,Penzance,Lewis Abbott,Lewis Abbott,Carpet,Carpet,100% Wool,"4, 5","Clay, Dusk, Limestone, Night Fall, Rocksalt, Sea Shell, Silver Mist, Storm Cloud",24.29,43.33333333333333,52.0,,,,
CA81921LEW,Pot Pouri,Lewis Abbott,Lewis Abbott,Carpet,Carpet,"10% Wool, 90% PP","4, 5","Clay, Earth, Nickel, Pebble, Pumice, Slate, Steel, Stone",19.79,39.166666666666664,47.0,,Yes,,
CA47869LEW,Rural Charm,Lewis Abbott,Lewis Abbott,Carpet,Carpet,100% Wool,"4, 5","Brushed Stone, Cottage Cream, Dream Decor, Eternal Nature, Polished Marble, Soft Mink",13.34,26.666666666666664,32.0,,,,
CA50487RIV,Ben Nevis,Riviera,Riviera,Carpet,Carpet,100% Wool,4,"60 - Grey Cragg, 61 - Heather Ridge, 62 - Lime Rock, 63 - Silver Brook, 64 - Highland Stone, 65 - Gentle Fawn",53.1,80.0,96.0,Yes,Yes,Yes,
CA66590RIV,Burford,Riviera,Riviera,Carpet,Carpet,100% Undyed Wool,5,"803 - Latte, 807 - Argent, 808 - Antique White, 809 - Natural, 810 - Desert Sand, 811 - Pampas, 812 - Cappuccino",45.3,68.33333333333333,82.0,,Yes,,
CA47677RIV,Capri,Riviera,Riviera,Carpet,Carpet,100% Wool,5,"450 - Blue Grotto, 451 - Agate, 452 - Natural Cotton, 453 - Silvermine, 454 - Italian Taupe, 455 - Dove, 456 - Volcanic Ash",43.2,65.0,78.0,Yes,Yes,Yes,
CA57200RIV,Chartwell,Riviera,Riviera,Carpet,Carpet,"46% Wool, 54% Tencel",5,"370 - Moleskin, 371 - Sandy Cove, 372 - Silver Sheen, 373 - Chic Shadow, 374 - White Mist, 375 - Stormy Seas",75.8,113.33333333333334,136.0,,Yes,,
CA82768RIV,Florence,Riviera,Riviera,Carpet,Carpet,100% Wool,5,"551 - Grano, 552 - Cashemire, 553 - Calcare, 554 - Nebbia, 555 - Ombra, 556 - Granito",43.75,65.83333333333333,79.0,Yes,Yes,Yes,
CA46324RIV,Genoa,Riviera,Riviera,Carpet,Carpet,100% NZ Wool,5,"241 - Pearl, 242 - Bone, 243 - Stone, 244 - Linen",35.5,56.66666666666667,68.0,,,,
CA89443RIV,Grand Piazza,Riviera,Riviera,Carpet,Carpet,100% Wool,5,"1000 - San Marco, 1001 - San Pietro, 1002 - Del Campo, 1003 - Della Signoria, 1004 - Del Popolo, 1005 - Navona, 1006 - Del Duomo",48.0,71.66666666666667,86.0,,Yes,,
CA53446RIV,Hampstead,Riviera,Riviera,Carpet,Carpet,100% Wool,5,"511 - Shadow , 512 - Taupe Suede , 513 - Wheatgrass , 515 - Pebble , 516 - Wild Fennel , 517 - Silver Cloud",49.3,74.16666666666667,89.0,,Yes,,
CA76921RIV,Lake,Riviera,Riviera,Carpet,Carpet,100% Undyed Wool,4,"620 - Coniston, 621 - Derwent, 622 - Ullswater, 623 - Windermere",26.85,45.83333333333333,55.0,,Yes,,
CA81293RIV,Livorno,Riviera,Riviera,Carpet,Carpet,100% PP,5,"231 - Cream, 232 - Hazelwood, 233 - Eggshell, 234 - Coffee",28.0,47.5,57.0,,,,
CA68206RIV,Mayfair,Riviera,Riviera,Carpet,Carpet,100% NZ Wool,5,"2000 - Pewter, 2001 - Wild Mushroom, 2002 - Taupe Grey, 2003 - Silk, 2004 - Champagne, 2005 - Pure Satin, 2006 - Smoke",55.4,83.33333333333334,100.0,,Yes,Yes,
CA91840RIV,Medina,Riviera,Riviera,Carpet,Carpet,100% PP,5,"221 - Peanut, 222 - Pewter, 223 - Mocha, 224 - Fossil, 225 - Nutmeg, 226 - Almond",28.0,47.5,57.0,,,,
CA85831RIV,Milano,Riviera,Riviera,Carpet,Carpet,100% Wool,5,"441 - Marrone, 442 - Tartufo, 443 - Sabbia, 444 - Carbone, 445 - Grigio, 446 - Argento",43.75,65.83333333333333,79.0,Yes,Yes,Yes,
CA68819RIV,Monaco,Riviera,Riviera,Carpet,Carpet,100% Tencel,5,"3080 - Burnished Gold, 3081 - Cafe au Lait, 3082 - White Gold, 3083 - Champagne Beige, 3084 - Silver Seas, 3085 - Royal Quartz, 3086 - Ambient Earth",76.25,114.16666666666666,137.0,,,,
CA32557RIV,Royalty,Riviera,Riviera,Carpet,Carpet,100% Wool,5,"3000 - Flint, 3001 - Moon Stone, 3002 - Corn Silk, 3003 - Parchment, 3004 - Bone, 3005 - Limestone",44.05,65.83333333333333,79.0,,Yes,,
CA85878RIV,Rustic Croft,Riviera,Riviera,Carpet,Carpet,100% Undyed Wool,4,"351 - Soft Lime, 352 - Crushed Hessian, 353 - Pumice, 354 - Cobble Stone, 356 - Driftwood, 357 - Old Pine, 358 - Hay Bale",31.25,53.33333333333333,64.0,,Yes,,
CA81319RIV,Shetland Weave,Riviera,Riviera,Carpet,Carpet,100% Wool,5,"4001 - White Ness, 4002 - Quendale Sand, 4003 - Natural Fleece, 4004 - Sandwick, 4005 - Lang Ayre, 4006 - Monk’s Stone",55.25,82.5,99.0,,,,
CA86281RIV,Siena,Riviera,Riviera,Carpet,Carpet,100% Wool,5,"610 - Sand, 611 - Parchment, 612 - Walnut",38.0,60.83333333333333,73.0,,,,
CA64514RIV,Sorrento,Riviera,Riviera,Carpet,Carpet,100% Wool,5,"3050 - Tortora , 3051 - Columba , 3052 - Canella , 3053 - Bronzo , 3054 - Saggio , 3055 – Naturale",41.6,62.5,75.0,,,,
CA55484RIV,St Tropez,Riviera,Riviera,Carpet,Carpet,100% Tencel,5,"3070 - Bronze Tan, 3071 - Warm Sand, 3072 - Vanilla, 3073 - Soft Mink, 3074 - Silver Sail, 3075 - Cliff View",64.95,97.5,117.0,,,,
CA67820RIV,Tetbury,Riviera,Riviera,Carpet,Carpet,100% Undyed Wool,4,"903 - Oatmeal, 905 - Castle Grey, 906 - Pebble Stone, 907 - Flint, 908 - Old Lace, 909 - Buff",35.0,55.83333333333333,67.0,,Yes,,
CA68916RIV,Turin,Riviera,Riviera,Carpet,Carpet,100% NZ Wool,5,"650 - Powder, 651 - Wheat, 652 - Oatmeal, 653 - Camel",35.5,56.66666666666667,68.0,,,,
CA89942RIV,Witney,Riviera,Riviera,Carpet,Carpet,100% Undyed Wool,4,"330 - Bathstone, 331 - White Lead, 332 - Mercury, 333 - Steeple Grey",39.4,63.33333333333333,76.0,,Yes,,
CA91106ROL,Annabelle III,Rols,Rols,Carpet,Carpet,100% Wool,"2, 4","803, 808, 814, 815, 824, 827, 828, 830, 831, 833, 834, 835, 838, 839, 840, 841, 842, 843, 844, 845, 846, 847, 848, 849, 850, 851, 852, 853, 855",70.9,106.66666666666666,128.0,,,,
CA80339ROL,Annabelle III,Rols,Rols,Carpet,Carpet,100% Wool,"2, 4",801,81.4,122.5,147.0,,,,
CA61362ROL,Castor Plus,Rols,Rols,Carpet,Carpet,100% Wool,"2, 4","303, 304, 307, 308, 309, 311, 312, 313, 314, 315, 316, 317, 318, 319, 320, 321, 322, 323, 325, 326, 328, 329, 330",54.3,81.66666666666666,98.0,,,,
CA39848ROL,"Castor Plus - Colours 301, 302, 310, 324, 327",Rols,Rols,Carpet,Carpet,100% Wool,"2, 4","301, 302, 310, 324, 327",61.8,92.5,111.0,,,,
CA11600ROL,Diana Herringbone,Rols,Rols,Carpet,Carpet,100% Wool,"2, 4","Alpine, Ash, Denim, Dove, Heavy Metal, Stone",63.9,95.83333333333334,115.0,,Yes,Yes,
CA83189ROL,Gala Lattice,Rols,Rols,Carpet,Carpet,100% Wool,"2, 4","Pumice, Glacier, Fossil, Ocean, Granite, Basalt)",64.1,95.83333333333334,115.0,,Yes,Yes,
CA78152ROL,Ingrid,Rols,Rols,Carpet,Carpet,"50% Nylon, 50% Wool","2, 4","Fiord, Frost Grey, Iceberg, River Basin, Tundra, Waterfall",85.1,127.5,153.0,,,,
CA88395ROL,Lara Uni,Rols,Rols,Carpet,Carpet,100% Wool,"2, 4","Alpine, Ash, Denim, Dove, Heavy Metal, Stone",54.5,81.66666666666666,98.0,,,,
CA68520ROL,Luna,Rols,Rols,Carpet,Carpet,100% Nylon,"2, 4","Ancient Copper, Antique Bronze, Blue Sapphire, Deep Ruby, Enchanted Silver, Ice Palladium, Iridium, Platinium, Sparkling Emerald, Titanium, White Rhodium, Yellow Gold",86.4,130.0,156.0,,Yes,Yes,
CA29302ROL,Martina,Rols,Rols,Carpet,Carpet,100% Nylon,"2, 4","Columbite, Galena, Gypsum, Moonstone, Obsidian, Pyrite",87.2,130.83333333333334,157.0,,,,
CA95960ROL,Maya,Rols,Rols,Carpet,Carpet,100% PET,"2, 4","Coconut, Licorice, Linen, Oat",44.0,65.83333333333333,79.0,,,,
CA81061ROL,Nature Premium,Rols,Rols,Carpet,Carpet,100% PET,"2, 4","Coconut, Licorice, Linen, Oat, Walnut, Wheat",41.1,61.66666666666667,74.0,,,,
CA93962ROL,Noa,Rols,Rols,Carpet,Carpet,100% Wool,"2, 4","Alloy, Angora, Chocolate, Mineral, Sesame, Tapioca",34.3,58.33333333333333,70.0,,,,
CA38265ROL,Nordica Chevron,Rols,Rols,Carpet,Carpet,100% Wool,"2, 4","Haze, Midnight, Mist, Overcast, Storm, Twilight",45.4,68.33333333333333,82.0,,,,
CA78136ROL,Nordica Classic,Rols,Rols,Carpet,Carpet,100% Wool,"2, 4","Haze, Midnight, Mist, Overcast, Storm, Twilight",38.4,61.66666666666667,74.0,,,,
CA71513ROL,Serena,Rols,Rols,Carpet,Carpet,100% Wool,"2, 4","Grotto, Meadow, Dune, Cloud, Aqua, Plateau",48.3,72.5,87.0,,,,
CA86248ROL,Teide,Rols,Rols,Carpet,Carpet,100% Wool,"2, 4","700, 701, 702, 703, 704, 705, 707, 708, 709, 710, 711, 712, 713, 714, 715, 716, 717, 718, 719, 720, 721, 722, 723, 724, 736, 773, 787",38.4,61.66666666666667,74.0,,,,
CA74286ROL,Terra,Rols,Rols,Carpet,Carpet,100% PET,2,"Coconut, Iron, Nut, Oat",61.8,92.5,111.0,,,,
CA77020ROL,Vega,Rols,Rols,Carpet,Carpet,100% Wool,"2, 4","Aurora, Comet, Cosmos, Nebula, Polaris, Stellar",76.6,115.0,138.0,,,,
CA26739ROL,Zenit+,Rols,Rols,Carpet,Carpet,100% Wool,"2, 4","024, 025, 026, 027, 030, 031, 032",91.1,136.66666666666666,164.0,,,,
CA36980ROL,"Zenit+ - Colours 001, 023",Rols,Rols,Carpet,Carpet,100% Wool,"2, 4","001, 023",110.6,165.83333333333331,199.0,,,,
CA26486TEL,Bakerloo,Telenzo,Telenzo,Carpet,Carpet,"100% Wool, 3-Ply","4, 5","239 Charing Cross, 259 Queens Park, 332 New Cross Gate, 339 Clock House, 341 Eden Park, 344 Harrow, 358 Hayes, 379 Warwick Avenue",21.42,32.5,39.0,Yes,,,
CA84296TEL,Barbican,Telenzo,Telenzo,Carpet,Carpet,"100% Wool, 2-Ply","4, 5","112 Parchment, 122 Wheat, 124 Aspen, 129 Smoke, 133 Cappuccino, 143 Ashes",18.225,30.833333333333336,37.0,Yes,,,
CA30320TEL,Barbican Stripe,Telenzo,Telenzo,Carpet,Carpet,"100% Wool, 2-Ply","4, 5","168 Cascade, 262 Marble, 334 Elderflower, 335 Candy Cane, 339 Stonehenge, 341 St Ives",18.225,30.833333333333336,37.0,Yes,,,
CA64103TEL,Breeze,Telenzo,Telenzo,Carpet,Carpet,100% Polyamide,"4, 5","102 Frost, 112 Sand, 114 Hay, 122 Slow, 129 Silver, 133 Taupe, 136 Zephyr, 151 Steel, 168 Lavender, 169 Mouse, 189 Carbon",21.825,35.833333333333336,43.0,,,,
CA14704TEL,Burford Bridge,Telenzo,Telenzo,Carpet,Carpet,"100% Wool, 3-Ply","4, 5","112 Ecru, 122 Ivory, 132 Spirit, 159 Chamois, 212 Parchment, 239 Slate, 243 Linen, 319 Pumice, 329 Comfort, 339 Putty",27.585,40.83333333333333,49.0,Yes,,,
CA66709TEL,Centre Point,Telenzo,Telenzo,Carpet,Carpet,"100% Wool, 3-Ply","4, 5","121 Ivory, 132 Mushroom, 136 Pebbles, 137 Clay, 142 Biscuit, 259 Slate, 329 Smoke, 423 Quinoa, 433 Taupe, 439 Oyster, 479 Driftwood",21.42,32.5,39.0,,Yes,,
CA36842TEL,Chelsea,Telenzo,Telenzo,Carpet,Carpet,"100% NZ Wool, 3-Ply","4, 5","112 Sea Salt, 123 Cork, 133 Ash, 139 Driftwood, 142 Sand, 154 Mud, 189 Graphite, 216 Humus, 222 Pumice, 229 Cement, 314 Putty, 321 Water, 359 Slate, 379 Smoke",23.265,37.5,45.0,,,Yes,
CA49731TEL,Cloud,Telenzo,Telenzo,Carpet,Carpet,100% Polyamide,"4, 5","102 Glacier, 122 Calm, 133 Mole, 136 Heaven, 149 Nimbus, 169 Weasel, 184 Loam, 189 Graphite",32.391,49.16666666666667,59.0,Yes,,,
CA30666TEL,Cormo,Telenzo,Telenzo,Carpet,Carpet,"100% Undyed Wool, 4-Ply","4, 5","112 Ricotta, 119 Sand, 132 Barley, 139 Squirrel, 179 Haze",25.11,40.83333333333333,49.0,Yes,,,
CA93939TEL,Diversity,Telenzo,Telenzo,Carpet,Carpet,"100% Wool, 3-Ply","4, 5","121 Duck Egg, 122 Andean Quinoa, 139 Iron Powder, 143 Ground Cumin, 145 Sicilian Sumac, 148 Steam Coal, 149 Hay Day, 159 Stone Age",22.635,37.5,45.0,,Yes,,
CA88144TEL,Greenwich,Telenzo,Telenzo,Carpet,Carpet,"50% Wool, 50% PP","4, 5","112 Linen, 264 Ash, 302 Cream, 339 Silver, 379 Lead",17.37,29.166666666666664,35.0,,,,
CA38841TEL,Hoxton,Telenzo,Telenzo,Carpet,Carpet,"100% NZ Wool, 3-Ply","4, 5","121 April Sky, 122 Shell Beach, 124 Nordic Walk, 139 Marl Stone, 179 Cape Wrath , 189 Ab Fab",28.035,45.83333333333333,55.0,,,Yes,
CA17183TEL,King's Cross,Telenzo,Telenzo,Carpet,Carpet,"100% Wool, 3-Ply","4, 5","316 Colobium, 319 Concrete, 339 Clam, 349 Rock, 353 Rotonda, 821 Oat, 829 Stone, 836 Flint, 837 Foal, 859 Cliff",17.955,30.833333333333336,37.0,,,,
CA55270TEL,London Bridge,Telenzo,Telenzo,Carpet,Carpet,"100% Wool, 3-Ply","4, 5","316 Chiton, 319 Cement, 339 Oyster, 349 Mineral, 353 Pantheon, 821 Rice, 829 Marble, 836 Stone, 837 Deer, 859 Fjord",17.955,30.833333333333336,37.0,,,,
CA58103TEL,Mainline,Telenzo,Telenzo,Carpet,Carpet,"100% Wool, 3-Ply","4, 5","122 St Paul's, 132 Oxford Circus, 133 Notting Hill, 148 Holland Park, 163 Marble Arch, 229 Shepherds Bush, 269 Bond Street, 321 Gloucester Road, 339 Holborn, 345 Chancery Lane, 355 Liverpool Street",21.42,32.5,39.0,,Yes,,
CA91162TEL,Paddington,Telenzo,Telenzo,Carpet,Carpet,"100% Wool, 3-Ply","4, 5","316 Tunica, 319 Stucco, 339 Shrimp, 349 Pebble, 353 Oculus, 821 Cafe Au Lait, 829 Stone, 836 Gravel, 837 Tan, 859 Pewter",17.955,30.833333333333336,37.0,,,,
CA89773TEL,Primrose Hill,Telenzo,Telenzo,Carpet,Carpet,"100% NZ Wool, 3-Ply","4, 5","121 Spring Air, 122 Sand Coast, 124 Summer Stroll, 139 Bone China, 179 North Cape, 189 Fab Four",28.035,45.83333333333333,55.0,,,,
CA88645TEL,Rya,Telenzo,Telenzo,Carpet,Carpet,"100% Undyed Wool, 4-Ply","4, 5","112 Cream, 119 Pumice, 132 Oats, 139 Mouse, 179 Smoke",25.11,40.83333333333333,49.0,Yes,,,
CA33336TEL,Whisper,Telenzo,Telenzo,Carpet,Carpet,100% Polyamide,"4, 5","102 Ice, 122 Cool, 129 Sterling, 133 Talpa, 136 Whirl, 141 Surf, 149 Stratus, 169 Squirrel, 188 Tyrian Purple, 189 Secret",28.071,45.0,54.0,,,,
CA88996THE,Batik,The Woven Edge,The Woven Edge,Carpet,Carpet,100% Wool (Hand Spun),4,"Beige, Grey, Silver",62.0,105.0,126.0,Yes,Yes,Yes,
CA50141THE,Braid,The Woven Edge,The Woven Edge,Carpet,Carpet,100% Wool,5,"Charcoal, Linen, Silver",52.62,89.16666666666666,107.0,Yes,Yes,Yes,
CA31454THE,Chevron,The Woven Edge,The Woven Edge,Carpet,Carpet,100% Wool,5,"Ash, Graphite, Mocha",42.95,73.33333333333333,88.0,Yes,Yes,Yes,
CA74792THE,Diamond,The Woven Edge,The Woven Edge,Carpet,Carpet,100% Wool,5,"Charcoal, Green, Ivory",55.15,94.16666666666666,113.0,,Yes,,
CA62089THE,Fretwork,The Woven Edge,The Woven Edge,Carpet,Carpet,100% Wool,5,"Grey, Blue, Silver",57.93,98.33333333333334,118.0,,Yes,,
CA75359THE,Groove,The Woven Edge,The Woven Edge,Carpet,Carpet,100% Wool,5,"Brown, Charcoal, Silver",49.6,84.16666666666666,101.0,Yes,Yes,Yes,
CA86292THE,Herringbone,The Woven Edge,The Woven Edge,Carpet,Carpet,100% Wool,5,"Sand, Silver, Oatmeal",47.07,80.0,96.0,,Yes,,
CA35183THE,Houndstooth,The Woven Edge,The Woven Edge,Carpet,Carpet,100% Wool,5,"Black, Chino, Grey",57.96,98.33333333333334,118.0,,Yes,,
CA13335THE,Jewel,The Woven Edge,The Woven Edge,Carpet,Carpet,100% Wool,5,"Charcoal, Grey, Silver",56.53,95.83333333333334,115.0,Yes,Yes,Yes,
CA42237THE,Mosaic,The Woven Edge,The Woven Edge,Carpet,Carpet,100% Wool (Space Dyed),4,"Beige, Grey, Silver",62.54,106.66666666666666,128.0,Yes,Yes,Yes,
