Description,Part Number,Manufacturer,Cost Price,Trade Price,Sell Price (Tier 1 (Buy)),Group (Ignored for Updates),Subgroup 1 (Ignored for Updates),Search Terms,Notes
AWs Temptation 91 (4 M),CA49504ASS-B7015,Associated Weavers,63.736,63.736,126.66666666666666,Carpet,Carpet,Associated Weavers AWs Temptation  91  4,Price per SQM: £38.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Temptation 91 (5 M),CA49504ASS-95BA2,Associated Weavers,79.67,79.67,158.33333333333331,Carpet,Carpet,Associated Weavers AWs Temptation  91  5,Price per SQM: £38.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Temptation 94 (3 M),CA49504ASS-CCE63,Associated Weavers,47.802,47.802,95.0,Carpet,Carpet,Associated Weavers AWs Temptation  94 3,Price per SQM: £38.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Temptation 94 (4 M),CA49504ASS-5959D,Associated Weavers,63.736,63.736,126.66666666666666,Carpet,Carpet,Associated Weavers AWs Temptation  94  4,Price per SQM: £38.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Temptation 94 (5 M),CA49504ASS-92954,Associated Weavers,79.67,79.67,158.33333333333331,Carpet,Carpet,Associated Weavers AWs Temptation  94  5,Price per SQM: £38.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Temptation 96 (3 M),CA49504ASS-4B1A6,Associated Weavers,47.802,47.802,95.0,Carpet,Carpet,Associated Weavers AWs Temptation  96 3,Price per SQM: £38.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Temptation 96 (4 M),CA49504ASS-F03AC,Associated Weavers,63.736,63.736,126.66666666666666,Carpet,Carpet,Associated Weavers AWs Temptation  96  4,Price per SQM: £38.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Temptation 96 (5 M),CA49504ASS-AB710,Associated Weavers,79.67,79.67,158.33333333333331,Carpet,Carpet,Associated Weavers AWs Temptation  96  5,Price per SQM: £38.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Tuftex [Rolls Only] 03 (4 M),CA76864ASS-3316D,Associated Weavers,27.125,27.125,53.33333333333333,Carpet,Carpet,Associated Weavers AWs Tuftex [Rolls Only] 03 4,Price per SQM: £16.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Tuftex [Rolls Only] 03 (5 M),CA76864ASS-4A2E0,Associated Weavers,33.90625,33.90625,66.66666666666666,Carpet,Carpet,Associated Weavers AWs Tuftex [Rolls Only] 03  5,Price per SQM: £16.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Tuftex [Rolls Only] 07 (4 M),CA76864ASS-C829D,Associated Weavers,27.125,27.125,53.33333333333333,Carpet,Carpet,Associated Weavers AWs Tuftex [Rolls Only]  07 4,Price per SQM: £16.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Tuftex [Rolls Only] 07 (5 M),CA76864ASS-9AB6D,Associated Weavers,33.90625,33.90625,66.66666666666666,Carpet,Carpet,Associated Weavers AWs Tuftex [Rolls Only]  07  5,Price per SQM: £16.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Tuftex [Rolls Only] 09 (4 M),CA76864ASS-1CBD2,Associated Weavers,27.125,27.125,53.33333333333333,Carpet,Carpet,Associated Weavers AWs Tuftex [Rolls Only]  09 4,Price per SQM: £16.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Tuftex [Rolls Only] 09 (5 M),CA76864ASS-41766,Associated Weavers,33.90625,33.90625,66.66666666666666,Carpet,Carpet,Associated Weavers AWs Tuftex [Rolls Only]  09  5,Price per SQM: £16.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Tuftex [Rolls Only] 30 (4 M),CA76864ASS-79816,Associated Weavers,27.125,27.125,53.33333333333333,Carpet,Carpet,Associated Weavers AWs Tuftex [Rolls Only]  30 4,Price per SQM: £16.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Tuftex [Rolls Only] 30 (5 M),CA76864ASS-9A3D6,Associated Weavers,33.90625,33.90625,66.66666666666666,Carpet,Carpet,Associated Weavers AWs Tuftex [Rolls Only]  30  5,Price per SQM: £16.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Tuftex [Rolls Only] 32 (4 M),CA76864ASS-91412,Associated Weavers,27.125,27.125,53.33333333333333,Carpet,Carpet,Associated Weavers AWs Tuftex [Rolls Only]  32 4,Price per SQM: £16.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Tuftex [Rolls Only] 32 (5 M),CA76864ASS-4551B,Associated Weavers,33.90625,33.90625,66.66666666666666,Carpet,Carpet,Associated Weavers AWs Tuftex [Rolls Only]  32  5,Price per SQM: £16.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Tuftex [Rolls Only] 34 (4 M),CA76864ASS-640BA,Associated Weavers,27.125,27.125,53.33333333333333,Carpet,Carpet,Associated Weavers AWs Tuftex [Rolls Only]  34 4,Price per SQM: £16.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Tuftex [Rolls Only] 34 (5 M),CA76864ASS-35139,Associated Weavers,33.90625,33.90625,66.66666666666666,Carpet,Carpet,Associated Weavers AWs Tuftex [Rolls Only]  34  5,Price per SQM: £16.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Tuftex [Rolls Only] 35 (4 M),CA76864ASS-1A116,Associated Weavers,27.125,27.125,53.33333333333333,Carpet,Carpet,Associated Weavers AWs Tuftex [Rolls Only]  35 4,Price per SQM: £16.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Tuftex [Rolls Only] 35 (5 M),CA76864ASS-90AF7,Associated Weavers,33.90625,33.90625,66.66666666666666,Carpet,Carpet,Associated Weavers AWs Tuftex [Rolls Only]  35  5,Price per SQM: £16.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Tuftex [Rolls Only] 39 (4 M),CA76864ASS-BC623,Associated Weavers,27.125,27.125,53.33333333333333,Carpet,Carpet,Associated Weavers AWs Tuftex [Rolls Only]  39 4,Price per SQM: £16.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Tuftex [Rolls Only] 39 (5 M),CA76864ASS-86CF2,Associated Weavers,33.90625,33.90625,66.66666666666666,Carpet,Carpet,Associated Weavers AWs Tuftex [Rolls Only]  39  5,Price per SQM: £16.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Tuftex [Rolls Only] 45 (4 M),CA76864ASS-14019,Associated Weavers,27.125,27.125,53.33333333333333,Carpet,Carpet,Associated Weavers AWs Tuftex [Rolls Only]  45 4,Price per SQM: £16.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Tuftex [Rolls Only] 45 (5 M),CA76864ASS-B02B7,Associated Weavers,33.90625,33.90625,66.66666666666666,Carpet,Carpet,Associated Weavers AWs Tuftex [Rolls Only]  45  5,Price per SQM: £16.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Tuftex [Rolls Only] 46 (4 M),CA76864ASS-6F946,Associated Weavers,27.125,27.125,53.33333333333333,Carpet,Carpet,Associated Weavers AWs Tuftex [Rolls Only]  46 4,Price per SQM: £16.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Tuftex [Rolls Only] 46 (5 M),CA76864ASS-F8B5F,Associated Weavers,33.90625,33.90625,66.66666666666666,Carpet,Carpet,Associated Weavers AWs Tuftex [Rolls Only]  46  5,Price per SQM: £16.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Tuftex [Rolls Only] 47 (4 M),CA76864ASS-16254,Associated Weavers,27.125,27.125,53.33333333333333,Carpet,Carpet,Associated Weavers AWs Tuftex [Rolls Only]  47 4,Price per SQM: £16.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Tuftex [Rolls Only] 47 (5 M),CA76864ASS-6E75D,Associated Weavers,33.90625,33.90625,66.66666666666666,Carpet,Carpet,Associated Weavers AWs Tuftex [Rolls Only]  47  5,Price per SQM: £16.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Tuftex [Rolls Only] 53 (4 M),CA76864ASS-AE732,Associated Weavers,27.125,27.125,53.33333333333333,Carpet,Carpet,Associated Weavers AWs Tuftex [Rolls Only]  53 4,Price per SQM: £16.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Tuftex [Rolls Only] 53 (5 M),CA76864ASS-BE279,Associated Weavers,33.90625,33.90625,66.66666666666666,Carpet,Carpet,Associated Weavers AWs Tuftex [Rolls Only]  53  5,Price per SQM: £16.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Tuftex [Rolls Only] 59 (4 M),CA76864ASS-C2548,Associated Weavers,27.125,27.125,53.33333333333333,Carpet,Carpet,Associated Weavers AWs Tuftex [Rolls Only]  59 4,Price per SQM: £16.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Tuftex [Rolls Only] 59 (5 M),CA76864ASS-EDD6B,Associated Weavers,33.90625,33.90625,66.66666666666666,Carpet,Carpet,Associated Weavers AWs Tuftex [Rolls Only]  59  5,Price per SQM: £16.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Tuftex [Rolls Only] 72 (4 M),CA76864ASS-B19DC,Associated Weavers,27.125,27.125,53.33333333333333,Carpet,Carpet,Associated Weavers AWs Tuftex [Rolls Only]  72 4,Price per SQM: £16.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Tuftex [Rolls Only] 72 (5 M),CA76864ASS-75D2A,Associated Weavers,33.90625,33.90625,66.66666666666666,Carpet,Carpet,Associated Weavers AWs Tuftex [Rolls Only]  72  5,Price per SQM: £16.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Tuftex [Rolls Only] 90 (4 M),CA76864ASS-6F2C7,Associated Weavers,27.125,27.125,53.33333333333333,Carpet,Carpet,Associated Weavers AWs Tuftex [Rolls Only]  90 4,Price per SQM: £16.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Tuftex [Rolls Only] 90 (5 M),CA76864ASS-71EF3,Associated Weavers,33.90625,33.90625,66.66666666666666,Carpet,Carpet,Associated Weavers AWs Tuftex [Rolls Only]  90  5,Price per SQM: £16.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Tuftex [Rolls Only] 91 (4 M),CA76864ASS-B7015,Associated Weavers,27.125,27.125,53.33333333333333,Carpet,Carpet,Associated Weavers AWs Tuftex [Rolls Only]  91 4,Price per SQM: £16.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Tuftex [Rolls Only] 91 (5 M),CA76864ASS-95BA2,Associated Weavers,33.90625,33.90625,66.66666666666666,Carpet,Carpet,Associated Weavers AWs Tuftex [Rolls Only]  91  5,Price per SQM: £16.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Tuftex [Rolls Only] 92 (4 M),CA76864ASS-27E7E,Associated Weavers,27.125,27.125,53.33333333333333,Carpet,Carpet,Associated Weavers AWs Tuftex [Rolls Only]  92 4,Price per SQM: £16.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Tuftex [Rolls Only] 92 (5 M),CA76864ASS-5994E,Associated Weavers,33.90625,33.90625,66.66666666666666,Carpet,Carpet,Associated Weavers AWs Tuftex [Rolls Only]  92  5,Price per SQM: £16.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Tuftex [Rolls Only] 94 (4 M),CA76864ASS-5959D,Associated Weavers,27.125,27.125,53.33333333333333,Carpet,Carpet,Associated Weavers AWs Tuftex [Rolls Only]  94 4,Price per SQM: £16.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Tuftex [Rolls Only] 94 (5 M),CA76864ASS-92954,Associated Weavers,33.90625,33.90625,66.66666666666666,Carpet,Carpet,Associated Weavers AWs Tuftex [Rolls Only]  94  5,Price per SQM: £16.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Tuftex [Rolls Only] 95 (4 M),CA76864ASS-B3BE0,Associated Weavers,27.125,27.125,53.33333333333333,Carpet,Carpet,Associated Weavers AWs Tuftex [Rolls Only]  95 4,Price per SQM: £16.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Tuftex [Rolls Only] 95 (5 M),CA76864ASS-42220,Associated Weavers,33.90625,33.90625,66.66666666666666,Carpet,Carpet,Associated Weavers AWs Tuftex [Rolls Only]  95  5,Price per SQM: £16.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Tuftex [Rolls Only] 96 (4 M),CA76864ASS-F03AC,Associated Weavers,27.125,27.125,53.33333333333333,Carpet,Carpet,Associated Weavers AWs Tuftex [Rolls Only]  96 4,Price per SQM: £16.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Tuftex [Rolls Only] 96 (5 M),CA76864ASS-AB710,Associated Weavers,33.90625,33.90625,66.66666666666666,Carpet,Carpet,Associated Weavers AWs Tuftex [Rolls Only]  96  5,Price per SQM: £16.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Ultimate Harvest Heathers 04 (3 M),CA62218ASS-14EE0,Associated Weavers,48.54599999999999,48.54599999999999,97.5,Carpet,Carpet,Associated Weavers AWs Ultimate Harvest Heathers 04 3,Price per SQM: £39.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Ultimate Harvest Heathers 04 (4 M),CA62218ASS-F4851,Associated Weavers,64.728,64.728,130.0,Carpet,Carpet,Associated Weavers AWs Ultimate Harvest Heathers 04  4,Price per SQM: £39.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Ultimate Harvest Heathers 04 (5 M),CA62218ASS-F8E93,Associated Weavers,80.91,80.91,162.5,Carpet,Carpet,Associated Weavers AWs Ultimate Harvest Heathers 04  5,Price per SQM: £39.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Ultimate Harvest Heathers 06 (3 M),CA62218ASS-687EF,Associated Weavers,48.54599999999999,48.54599999999999,97.5,Carpet,Carpet,Associated Weavers AWs Ultimate Harvest Heathers  06 3,Price per SQM: £39.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Ultimate Harvest Heathers 06 (4 M),CA62218ASS-EC3BA,Associated Weavers,64.728,64.728,130.0,Carpet,Carpet,Associated Weavers AWs Ultimate Harvest Heathers  06  4,Price per SQM: £39.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Ultimate Harvest Heathers 06 (5 M),CA62218ASS-28C5E,Associated Weavers,80.91,80.91,162.5,Carpet,Carpet,Associated Weavers AWs Ultimate Harvest Heathers  06  5,Price per SQM: £39.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Ultimate Harvest Heathers 31 (3 M),CA62218ASS-97B31,Associated Weavers,48.54599999999999,48.54599999999999,97.5,Carpet,Carpet,Associated Weavers AWs Ultimate Harvest Heathers  31 3,Price per SQM: £39.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Ultimate Harvest Heathers 31 (4 M),CA62218ASS-6E21F,Associated Weavers,64.728,64.728,130.0,Carpet,Carpet,Associated Weavers AWs Ultimate Harvest Heathers  31  4,Price per SQM: £39.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Ultimate Harvest Heathers 31 (5 M),CA62218ASS-F6B9B,Associated Weavers,80.91,80.91,162.5,Carpet,Carpet,Associated Weavers AWs Ultimate Harvest Heathers  31  5,Price per SQM: £39.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Ultimate Harvest Heathers 33 (3 M),CA62218ASS-43814,Associated Weavers,48.54599999999999,48.54599999999999,97.5,Carpet,Carpet,Associated Weavers AWs Ultimate Harvest Heathers  33 3,Price per SQM: £39.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Ultimate Harvest Heathers 33 (4 M),CA62218ASS-FFFB8,Associated Weavers,64.728,64.728,130.0,Carpet,Carpet,Associated Weavers AWs Ultimate Harvest Heathers  33  4,Price per SQM: £39.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Ultimate Harvest Heathers 33 (5 M),CA62218ASS-4728A,Associated Weavers,80.91,80.91,162.5,Carpet,Carpet,Associated Weavers AWs Ultimate Harvest Heathers  33  5,Price per SQM: £39.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Ultimate Harvest Heathers 34 (3 M),CA62218ASS-25A5E,Associated Weavers,48.54599999999999,48.54599999999999,97.5,Carpet,Carpet,Associated Weavers AWs Ultimate Harvest Heathers  34 3,Price per SQM: £39.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Ultimate Harvest Heathers 34 (4 M),CA62218ASS-640BA,Associated Weavers,64.728,64.728,130.0,Carpet,Carpet,Associated Weavers AWs Ultimate Harvest Heathers  34  4,Price per SQM: £39.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Ultimate Harvest Heathers 34 (5 M),CA62218ASS-35139,Associated Weavers,80.91,80.91,162.5,Carpet,Carpet,Associated Weavers AWs Ultimate Harvest Heathers  34  5,Price per SQM: £39.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Ultimate Harvest Heathers 42 (3 M),CA62218ASS-A785B,Associated Weavers,48.54599999999999,48.54599999999999,97.5,Carpet,Carpet,Associated Weavers AWs Ultimate Harvest Heathers  42 3,Price per SQM: £39.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Ultimate Harvest Heathers 42 (4 M),CA62218ASS-77873,Associated Weavers,64.728,64.728,130.0,Carpet,Carpet,Associated Weavers AWs Ultimate Harvest Heathers  42  4,Price per SQM: £39.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Ultimate Harvest Heathers 42 (5 M),CA62218ASS-7A698,Associated Weavers,80.91,80.91,162.5,Carpet,Carpet,Associated Weavers AWs Ultimate Harvest Heathers  42  5,Price per SQM: £39.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Ultimate Harvest Heathers 44 (3 M),CA62218ASS-AC3E7,Associated Weavers,48.54599999999999,48.54599999999999,97.5,Carpet,Carpet,Associated Weavers AWs Ultimate Harvest Heathers  44 3,Price per SQM: £39.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Ultimate Harvest Heathers 44 (4 M),CA62218ASS-9A3E6,Associated Weavers,64.728,64.728,130.0,Carpet,Carpet,Associated Weavers AWs Ultimate Harvest Heathers  44  4,Price per SQM: £39.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
AWs Ultimate Harvest Heathers 44 (5 M),CA62218ASS-AC9C9,Associated Weavers,80.91,80.91,162.5,Carpet,Carpet,Associated Weavers AWs Ultimate Harvest Heathers  44  5,Price per SQM: £39.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
