Description,Part Number,Manufacturer,Cost Price,Trade Price,Sell Price (Tier 1 (Buy)),Group (Ignored for Updates),Subgroup 1 (Ignored for Updates),Search Terms,Notes
KC Jute Herringbone Natural Golden Sands (4 M),CA77459KER-4B2E9,Kersaint Cobb,94.4,94.4,170.0,Carpet,Jute,Kersaint Cobb KC Jute Herringbone Natural  Golden Sands 4,Price per SQM: £51.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Jute Herringbone Natural Grey Smoke (4 M),CA77459KER-67180,Kersaint Cobb,94.4,94.4,170.0,Carpet,Jute,Kersaint Cobb KC Jute Herringbone Natural  Grey Smoke 4,Price per SQM: £51.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Jute Herringbone Natural Smooth Caramel (4 M),CA77459KER-3115C,Kersaint Cobb,94.4,94.4,170.0,Carpet,Jute,Kersaint Cobb KC Jute Herringbone Natural  Smooth Caramel 4,Price per SQM: £51.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Jute Herringbone Natural Soft Feather (4 M),CA77459KER-24315,Kersaint Cobb,94.4,94.4,170.0,Carpet,Jute,Kersaint Cobb KC Jute Herringbone Natural  Soft Feather 4,Price per SQM: £51.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Jute Herringbone Natural Storm Cloud (4 M),CA77459KER-02A85,Kersaint Cobb,94.4,94.4,170.0,Carpet,Jute,Kersaint Cobb KC Jute Herringbone Natural  Storm Cloud 4,Price per SQM: £51.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Jute Herringbone Natural Tawny Owl (4 M),CA77459KER-619F6,Kersaint Cobb,94.4,94.4,170.0,Carpet,Jute,Kersaint Cobb KC Jute Herringbone Natural  Tawny Owl 4,Price per SQM: £51.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Jute Medium Boucle Arctic White (4 M),CA57336KER-52BB8,Kersaint Cobb,94.4,94.4,170.0,Carpet,Jute,Kersaint Cobb KC Jute Medium Boucle Arctic White 4,Price per SQM: £51.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Jute Medium Boucle Ivory Cream (4 M),CA57336KER-52A9F,Kersaint Cobb,94.4,94.4,170.0,Carpet,Jute,Kersaint Cobb KC Jute Medium Boucle  Ivory Cream 4,Price per SQM: £51.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Jute Medium Boucle Morning Frost (4 M),CA57336KER-378AF,Kersaint Cobb,94.4,94.4,170.0,Carpet,Jute,Kersaint Cobb KC Jute Medium Boucle  Morning Frost 4,Price per SQM: £51.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Jute Medium Boucle Rich Earth (4 M),CA57336KER-C03A0,Kersaint Cobb,94.4,94.4,170.0,Carpet,Jute,Kersaint Cobb KC Jute Medium Boucle  Rich Earth 4,Price per SQM: £51.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Jute Medium Boucle Thunder Grey (4 M),CA57336KER-05059,Kersaint Cobb,94.4,94.4,170.0,Carpet,Jute,Kersaint Cobb KC Jute Medium Boucle  Thunder Grey 4,Price per SQM: £51.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Jute Medium Boucle Wildwood (4 M),CA57336KER-1746B,Kersaint Cobb,94.4,94.4,170.0,Carpet,Jute,Kersaint Cobb KC Jute Medium Boucle  Wildwood 4,Price per SQM: £51.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Jute Panama Natural April Shower (4 M),CA62142KER-041DE,Kersaint Cobb,94.4,94.4,170.0,Carpet,Jute,Kersaint Cobb KC Jute Panama Natural April Shower 4,Price per SQM: £51.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Jute Panama Natural Grey Fossil (4 M),CA62142KER-09378,Kersaint Cobb,94.4,94.4,170.0,Carpet,Jute,Kersaint Cobb KC Jute Panama Natural  Grey Fossil 4,Price per SQM: £51.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Jute Panama Natural Light Cloud (4 M),CA62142KER-34897,Kersaint Cobb,94.4,94.4,170.0,Carpet,Jute,Kersaint Cobb KC Jute Panama Natural  Light Cloud 4,Price per SQM: £51.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Jute Panama Natural Pale Linen (4 M),CA62142KER-045E0,Kersaint Cobb,94.4,94.4,170.0,Carpet,Jute,Kersaint Cobb KC Jute Panama Natural  Pale Linen 4,Price per SQM: £51.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Jute Panama Natural Sand Castle (4 M),CA62142KER-694E5,Kersaint Cobb,94.4,94.4,170.0,Carpet,Jute,Kersaint Cobb KC Jute Panama Natural  Sand Castle 4,Price per SQM: £51.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Jute Panama Natural Steel Armour (4 M),CA62142KER-BD81A,Kersaint Cobb,94.4,94.4,170.0,Carpet,Jute,Kersaint Cobb KC Jute Panama Natural  Steel Armour 4,Price per SQM: £51.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Seagrass - Basketweave Handcrafted (4 M),CA63823KER-601DC,Kersaint Cobb,84.6,84.6,153.33333333333334,Carpet,Seagrass,Kersaint Cobb KC Seagrass - Basketweave  Handcrafted 4,Price per SQM: £46.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Seagrass - Basketweave Metal Work (4 M),CA63823KER-A75D7,Kersaint Cobb,84.6,84.6,153.33333333333334,Carpet,Seagrass,Kersaint Cobb KC Seagrass - Basketweave   Metal Work 4,Price per SQM: £46.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Seagrass - Basketweave Tapestry (4 M),CA63823KER-92CD0,Kersaint Cobb,84.6,84.6,153.33333333333334,Carpet,Seagrass,Kersaint Cobb KC Seagrass - Basketweave   Tapestry 4,Price per SQM: £46.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Seagrass - Basketweave Woven Tone (4 M),CA63823KER-F1DC6,Kersaint Cobb,84.6,84.6,153.33333333333334,Carpet,Seagrass,Kersaint Cobb KC Seagrass - Basketweave   Woven Tone 4,Price per SQM: £46.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Seagrass - Herringbone Continuous Line (4 M),CA92408KER-E7846,Kersaint Cobb,67.4,67.4,133.33333333333334,Carpet,Seagrass,Kersaint Cobb KC Seagrass - Herringbone  Continuous Line 4,Price per SQM: £40.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Seagrass - Herringbone Formation (4 M),CA92408KER-5B703,Kersaint Cobb,67.4,67.4,133.33333333333334,Carpet,Seagrass,Kersaint Cobb KC Seagrass - Herringbone   Formation 4,Price per SQM: £40.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Seagrass - Herringbone Gray Echo (4 M),CA92408KER-C88E4,Kersaint Cobb,67.4,67.4,133.33333333333334,Carpet,Seagrass,Kersaint Cobb KC Seagrass - Herringbone   Gray Echo 4,Price per SQM: £40.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Seagrass - Herringbone Impasto (4 M),CA92408KER-E55F5,Kersaint Cobb,67.4,67.4,133.33333333333334,Carpet,Seagrass,Kersaint Cobb KC Seagrass - Herringbone   Impasto 4,Price per SQM: £40.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Seagrass - Herringbone Interwoven Shade (4 M),CA92408KER-94CC6,Kersaint Cobb,67.4,67.4,133.33333333333334,Carpet,Seagrass,Kersaint Cobb KC Seagrass - Herringbone   Interwoven Shade 4,Price per SQM: £40.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Seagrass - Herringbone Natural Repitition (4 M),CA92408KER-57378,Kersaint Cobb,67.4,67.4,133.33333333333334,Carpet,Seagrass,Kersaint Cobb KC Seagrass - Herringbone   Natural Repitition 4,Price per SQM: £40.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Seagrass - Herringbone Replay (4 M),CA92408KER-0097A,Kersaint Cobb,67.4,67.4,133.33333333333334,Carpet,Seagrass,Kersaint Cobb KC Seagrass - Herringbone   Replay 4,Price per SQM: £40.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Seagrass - Standard Cosmic (4 M),CA23426KER-4A97D,Kersaint Cobb,63.8,63.8,126.66666666666666,Carpet,Seagrass,Kersaint Cobb KC Seagrass - Standard  Cosmic 4,Price per SQM: £38.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Seagrass - Standard Eclipse (4 M),CA23426KER-6BACF,Kersaint Cobb,63.8,63.8,126.66666666666666,Carpet,Seagrass,Kersaint Cobb KC Seagrass - Standard   Eclipse 4,Price per SQM: £38.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Seagrass - Standard Orbit (4 M),CA23426KER-A99A1,Kersaint Cobb,63.8,63.8,126.66666666666666,Carpet,Seagrass,Kersaint Cobb KC Seagrass - Standard   Orbit 4,Price per SQM: £38.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Seagrass - Standard Solar (4 M),CA23426KER-5A552,Kersaint Cobb,63.8,63.8,126.66666666666666,Carpet,Seagrass,Kersaint Cobb KC Seagrass - Standard   Solar 4,Price per SQM: £38.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Seagrass - Standard Supernova (4 M),CA23426KER-F492E,Kersaint Cobb,63.8,63.8,126.66666666666666,Carpet,Seagrass,Kersaint Cobb KC Seagrass - Standard   Supernova 4,Price per SQM: £38.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
KC Sisal Big Boucle Buenos Aires (4 M),CA36794KER-8D555,Kersaint Cobb,102.0,102.0,173.33333333333331,Carpet,Sisal,Kersaint Cobb KC Sisal Big Boucle Buenos Aires 4,Price per SQM: £52.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
