Description,Part Number,Manufacturer,Cost Price,Trade Price,Sell Price (Tier 1 (Buy)),Group (Ignored for Updates),Subgroup 1 (Ignored for Updates),Search Terms,Notes
Dream 800 Black (4 M),CA46988LAN-B5B7E,Lano,114.0,114.0,163.33333333333331,Carpet,Carpet,Lano Dream  800 Black 4,Price per SQM: £49.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Dream 800 Black (5 M),CA46988LAN-4ABE5,Lano,142.5,142.5,204.16666666666663,Carpet,Carpet,Lano Dream  800 Black  5,Price per SQM: £49.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Dream 820 Domino (4 M),CA46988LAN-7F1CB,Lano,114.0,114.0,163.33333333333331,Carpet,Carpet,Lano Dream  820 Domino 4,Price per SQM: £49.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Dream 820 Domino (5 M),CA46988LAN-85CD5,Lano,142.5,142.5,204.16666666666663,Carpet,Carpet,Lano Dream  820 Domino  5,Price per SQM: £49.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Dream 850 Urban Obsession (4 M),CA46988LAN-E05B9,Lano,114.0,114.0,163.33333333333331,Carpet,Carpet,Lano Dream  850 Urban Obsession 4,Price per SQM: £49.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Dream 850 Urban Obsession (5 M),CA46988LAN-26C1A,Lano,142.5,142.5,204.16666666666663,Carpet,Carpet,Lano Dream  850 Urban Obsession  5,Price per SQM: £49.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Dream 860 Squall Line (4 M),CA46988LAN-44DE7,Lano,114.0,114.0,163.33333333333331,Carpet,Carpet,Lano Dream  860 Squall Line 4,Price per SQM: £49.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Dream 860 Squall Line (5 M),CA46988LAN-9B874,Lano,142.5,142.5,204.16666666666663,Carpet,Carpet,Lano Dream  860 Squall Line  5,Price per SQM: £49.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Dream 870 Silver Lining (4 M),CA46988LAN-C2D07,Lano,114.0,114.0,163.33333333333331,Carpet,Carpet,Lano Dream  870 Silver Lining 4,Price per SQM: £49.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Dream 870 Silver Lining (5 M),CA46988LAN-8D2B9,Lano,142.5,142.5,204.16666666666663,Carpet,Carpet,Lano Dream  870 Silver Lining  5,Price per SQM: £49.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Dream 880 Egyptian Cotton (4 M),CA46988LAN-E619D,Lano,114.0,114.0,163.33333333333331,Carpet,Carpet,Lano Dream  880 Egyptian Cotton 4,Price per SQM: £49.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Dream 880 Egyptian Cotton (5 M),CA46988LAN-4B403,Lano,142.5,142.5,204.16666666666663,Carpet,Carpet,Lano Dream  880 Egyptian Cotton  5,Price per SQM: £49.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Dream 890 Ivory (4 M),CA46988LAN-9DA6C,Lano,114.0,114.0,163.33333333333331,Carpet,Carpet,Lano Dream  890 Ivory 4,Price per SQM: £49.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Dream 890 Ivory (5 M),CA46988LAN-1CABD,Lano,142.5,142.5,204.16666666666663,Carpet,Carpet,Lano Dream  890 Ivory  5,Price per SQM: £49.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Evita 050 Crocus (4 M),CA46535LAN-A4286,Lano,118.0,118.0,180.0,Carpet,Carpet,Lano Evita 050 Crocus 4,Price per SQM: £54.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Evita 050 Crocus (5 M),CA46535LAN-DA44B,Lano,147.5,147.5,225.0,Carpet,Carpet,Lano Evita 050 Crocus  5,Price per SQM: £54.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Evita 060 Heather (4 M),CA46535LAN-94FD2,Lano,118.0,118.0,180.0,Carpet,Carpet,Lano Evita  060 Heather 4,Price per SQM: £54.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Evita 060 Heather (5 M),CA46535LAN-B365D,Lano,147.5,147.5,225.0,Carpet,Carpet,Lano Evita  060 Heather  5,Price per SQM: £54.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Evita 181 Rum 1 (4 M),CA46535LAN-773E3,Lano,118.0,118.0,180.0,Carpet,Carpet,Lano Evita  181 Rum 1 4,Price per SQM: £54.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Evita 181 Rum 1 (5 M),CA46535LAN-CC610,Lano,147.5,147.5,225.0,Carpet,Carpet,Lano Evita  181 Rum 1  5,Price per SQM: £54.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Evita 240 Cream (4 M),CA46535LAN-090BE,Lano,118.0,118.0,180.0,Carpet,Carpet,Lano Evita  240 Cream 4,Price per SQM: £54.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Evita 240 Cream (5 M),CA46535LAN-97A85,Lano,147.5,147.5,225.0,Carpet,Carpet,Lano Evita  240 Cream  5,Price per SQM: £54.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Evita 260 Camel (4 M),CA46535LAN-D1F73,Lano,118.0,118.0,180.0,Carpet,Carpet,Lano Evita  260 Camel 4,Price per SQM: £54.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Evita 260 Camel (5 M),CA46535LAN-45F21,Lano,147.5,147.5,225.0,Carpet,Carpet,Lano Evita  260 Camel  5,Price per SQM: £54.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Evita 391 Copper 1 (4 M),CA46535LAN-5B625,Lano,118.0,118.0,180.0,Carpet,Carpet,Lano Evita  391 Copper 1 4,Price per SQM: £54.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Evita 391 Copper 1 (5 M),CA46535LAN-36786,Lano,147.5,147.5,225.0,Carpet,Carpet,Lano Evita  391 Copper 1  5,Price per SQM: £54.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Evita 410 Leather (4 M),CA46535LAN-818EC,Lano,118.0,118.0,180.0,Carpet,Carpet,Lano Evita  410 Leather 4,Price per SQM: £54.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Evita 410 Leather (5 M),CA46535LAN-1A972,Lano,147.5,147.5,225.0,Carpet,Carpet,Lano Evita  410 Leather  5,Price per SQM: £54.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Evita 681 Juniper 1 (4 M),CA46535LAN-055B2,Lano,118.0,118.0,180.0,Carpet,Carpet,Lano Evita  681 Juniper 1 4,Price per SQM: £54.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Evita 681 Juniper 1 (5 M),CA46535LAN-B5FCE,Lano,147.5,147.5,225.0,Carpet,Carpet,Lano Evita  681 Juniper 1  5,Price per SQM: £54.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Evita 780 Steel (4 M),CA46535LAN-3EF93,Lano,118.0,118.0,180.0,Carpet,Carpet,Lano Evita  780 Steel 4,Price per SQM: £54.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Evita 780 Steel (5 M),CA46535LAN-50F86,Lano,147.5,147.5,225.0,Carpet,Carpet,Lano Evita  780 Steel  5,Price per SQM: £54.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Evita 810 Charcoal (4 M),CA46535LAN-42298,Lano,118.0,118.0,180.0,Carpet,Carpet,Lano Evita  810 Charcoal 4,Price per SQM: £54.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Evita 810 Charcoal (5 M),CA46535LAN-53755,Lano,147.5,147.5,225.0,Carpet,Carpet,Lano Evita  810 Charcoal  5,Price per SQM: £54.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Evita 820 Slate (4 M),CA46535LAN-B97A3,Lano,118.0,118.0,180.0,Carpet,Carpet,Lano Evita  820 Slate 4,Price per SQM: £54.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Evita 820 Slate (5 M),CA46535LAN-84918,Lano,147.5,147.5,225.0,Carpet,Carpet,Lano Evita  820 Slate  5,Price per SQM: £54.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Evita 830 Ash (4 M),CA46535LAN-DCBFF,Lano,118.0,118.0,180.0,Carpet,Carpet,Lano Evita  830 Ash 4,Price per SQM: £54.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Evita 830 Ash (5 M),CA46535LAN-AA93C,Lano,147.5,147.5,225.0,Carpet,Carpet,Lano Evita  830 Ash  5,Price per SQM: £54.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Evita 849 Moonshine 9 (4 M),CA46535LAN-D2970,Lano,118.0,118.0,180.0,Carpet,Carpet,Lano Evita  849 Moonshine 9 4,Price per SQM: £54.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Evita 849 Moonshine 9 (5 M),CA46535LAN-3A213,Lano,147.5,147.5,225.0,Carpet,Carpet,Lano Evita  849 Moonshine 9  5,Price per SQM: £54.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Evita 850 Moonbeam (4 M),CA46535LAN-3E602,Lano,118.0,118.0,180.0,Carpet,Carpet,Lano Evita  850 Moonbeam 4,Price per SQM: £54.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Evita 850 Moonbeam (5 M),CA46535LAN-13DF5,Lano,147.5,147.5,225.0,Carpet,Carpet,Lano Evita  850 Moonbeam  5,Price per SQM: £54.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Evita 869 Granite 9 (4 M),CA46535LAN-2D251,Lano,118.0,118.0,180.0,Carpet,Carpet,Lano Evita  869 Granite 9 4,Price per SQM: £54.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Evita 869 Granite 9 (5 M),CA46535LAN-511BF,Lano,147.5,147.5,225.0,Carpet,Carpet,Lano Evita  869 Granite 9  5,Price per SQM: £54.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Evita 870 Silver (4 M),CA46535LAN-B3CBA,Lano,118.0,118.0,180.0,Carpet,Carpet,Lano Evita  870 Silver 4,Price per SQM: £54.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Evita 870 Silver (5 M),CA46535LAN-6E92C,Lano,147.5,147.5,225.0,Carpet,Carpet,Lano Evita  870 Silver  5,Price per SQM: £54.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Evita 880 Pearl (4 M),CA46535LAN-A05D4,Lano,118.0,118.0,180.0,Carpet,Carpet,Lano Evita  880 Pearl 4,Price per SQM: £54.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Evita 880 Pearl (5 M),CA46535LAN-07135,Lano,147.5,147.5,225.0,Carpet,Carpet,Lano Evita  880 Pearl  5,Price per SQM: £54.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Evita 890 Snow (4 M),CA46535LAN-35582,Lano,118.0,118.0,180.0,Carpet,Carpet,Lano Evita  890 Snow 4,Price per SQM: £54.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Evita 890 Snow (5 M),CA46535LAN-768D9,Lano,147.5,147.5,225.0,Carpet,Carpet,Lano Evita  890 Snow  5,Price per SQM: £54.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Fame Enso 400 Coffee (4 M),CA78810LAN-30F14,Lano,96.0,96.0,156.66666666666666,Carpet,Carpet,Lano Fame Enso 400 Coffee 4,Price per SQM: £47.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Fame Enso 400 Coffee (5 M),CA78810LAN-83D79,Lano,120.0,120.0,195.83333333333331,Carpet,Carpet,Lano Fame Enso 400 Coffee  5,Price per SQM: £47.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Fame Enso 410 Leather (4 M),CA78810LAN-818EC,Lano,96.0,96.0,156.66666666666666,Carpet,Carpet,Lano Fame Enso  410 Leather 4,Price per SQM: £47.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Fame Enso 410 Leather (5 M),CA78810LAN-1A972,Lano,120.0,120.0,195.83333333333331,Carpet,Carpet,Lano Fame Enso  410 Leather  5,Price per SQM: £47.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Fame Enso 430 Bamboo Mat (4 M),CA78810LAN-ABF4C,Lano,96.0,96.0,156.66666666666666,Carpet,Carpet,Lano Fame Enso  430 Bamboo Mat 4,Price per SQM: £47.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Fame Enso 430 Bamboo Mat (5 M),CA78810LAN-D2453,Lano,120.0,120.0,195.83333333333331,Carpet,Carpet,Lano Fame Enso  430 Bamboo Mat  5,Price per SQM: £47.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Fame Enso 440 Ivory (4 M),CA78810LAN-E5F77,Lano,96.0,96.0,156.66666666666666,Carpet,Carpet,Lano Fame Enso  440 Ivory 4,Price per SQM: £47.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Fame Enso 440 Ivory (5 M),CA78810LAN-DE98F,Lano,120.0,120.0,195.83333333333331,Carpet,Carpet,Lano Fame Enso  440 Ivory  5,Price per SQM: £47.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Fame Enso 450 Sand (4 M),CA78810LAN-53E62,Lano,96.0,96.0,156.66666666666666,Carpet,Carpet,Lano Fame Enso  450 Sand 4,Price per SQM: £47.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Fame Enso 450 Sand (5 M),CA78810LAN-F7DD7,Lano,120.0,120.0,195.83333333333331,Carpet,Carpet,Lano Fame Enso  450 Sand  5,Price per SQM: £47.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Fame Enso 460 Hemp (4 M),CA78810LAN-75FE2,Lano,96.0,96.0,156.66666666666666,Carpet,Carpet,Lano Fame Enso  460 Hemp 4,Price per SQM: £47.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Fame Enso 460 Hemp (5 M),CA78810LAN-976EB,Lano,120.0,120.0,195.83333333333331,Carpet,Carpet,Lano Fame Enso  460 Hemp  5,Price per SQM: £47.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Fame Enso 780 Steel (4 M),CA78810LAN-3EF93,Lano,96.0,96.0,156.66666666666666,Carpet,Carpet,Lano Fame Enso  780 Steel 4,Price per SQM: £47.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Fame Enso 780 Steel (5 M),CA78810LAN-50F86,Lano,120.0,120.0,195.83333333333331,Carpet,Carpet,Lano Fame Enso  780 Steel  5,Price per SQM: £47.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Fame Enso 800 Ebony (4 M),CA78810LAN-CDC37,Lano,96.0,96.0,156.66666666666666,Carpet,Carpet,Lano Fame Enso  800 Ebony 4,Price per SQM: £47.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Fame Enso 800 Ebony (5 M),CA78810LAN-B5B21,Lano,120.0,120.0,195.83333333333331,Carpet,Carpet,Lano Fame Enso  800 Ebony  5,Price per SQM: £47.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Fame Enso 810 Charcoal (4 M),CA78810LAN-42298,Lano,96.0,96.0,156.66666666666666,Carpet,Carpet,Lano Fame Enso  810 Charcoal 4,Price per SQM: £47.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Fame Enso 810 Charcoal (5 M),CA78810LAN-53755,Lano,120.0,120.0,195.83333333333331,Carpet,Carpet,Lano Fame Enso  810 Charcoal  5,Price per SQM: £47.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Fame Enso 820 Slate (4 M),CA78810LAN-B97A3,Lano,96.0,96.0,156.66666666666666,Carpet,Carpet,Lano Fame Enso  820 Slate 4,Price per SQM: £47.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Fame Enso 820 Slate (5 M),CA78810LAN-84918,Lano,120.0,120.0,195.83333333333331,Carpet,Carpet,Lano Fame Enso  820 Slate  5,Price per SQM: £47.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Fame Enso 860 Granite (4 M),CA78810LAN-22625,Lano,96.0,96.0,156.66666666666666,Carpet,Carpet,Lano Fame Enso  860 Granite 4,Price per SQM: £47.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Fame Enso 860 Granite (5 M),CA78810LAN-640A2,Lano,120.0,120.0,195.83333333333331,Carpet,Carpet,Lano Fame Enso  860 Granite  5,Price per SQM: £47.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Fame Enso 870 Silver (4 M),CA78810LAN-B3CBA,Lano,96.0,96.0,156.66666666666666,Carpet,Carpet,Lano Fame Enso  870 Silver 4,Price per SQM: £47.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Fame Enso 870 Silver (5 M),CA78810LAN-6E92C,Lano,120.0,120.0,195.83333333333331,Carpet,Carpet,Lano Fame Enso  870 Silver  5,Price per SQM: £47.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Freedom 081 Lava Stone (4 M),CA81874LAN-6E751,Lano,120.0,120.0,173.33333333333331,Carpet,Carpet,Lano Freedom 081 Lava Stone 4,Price per SQM: £52.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Freedom 081 Lava Stone (5 M),CA81874LAN-0406A,Lano,150.0,150.0,216.66666666666663,Carpet,Carpet,Lano Freedom 081 Lava Stone  5,Price per SQM: £52.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Freedom 120 Coral (4 M),CA81874LAN-71D31,Lano,120.0,120.0,173.33333333333331,Carpet,Carpet,Lano Freedom  120 Coral 4,Price per SQM: £52.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Freedom 120 Coral (5 M),CA81874LAN-8CEE4,Lano,150.0,150.0,216.66666666666663,Carpet,Carpet,Lano Freedom  120 Coral  5,Price per SQM: £52.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Freedom 190 Malt Chocolate (4 M),CA81874LAN-CF7D5,Lano,120.0,120.0,173.33333333333331,Carpet,Carpet,Lano Freedom  190 Malt Chocolate 4,Price per SQM: £52.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Freedom 190 Malt Chocolate (5 M),CA81874LAN-C5E90,Lano,150.0,150.0,216.66666666666663,Carpet,Carpet,Lano Freedom  190 Malt Chocolate  5,Price per SQM: £52.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Freedom 221 Shoreline (4 M),CA81874LAN-7D4A1,Lano,120.0,120.0,173.33333333333331,Carpet,Carpet,Lano Freedom  221 Shoreline 4,Price per SQM: £52.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Freedom 221 Shoreline (5 M),CA81874LAN-9695D,Lano,150.0,150.0,216.66666666666663,Carpet,Carpet,Lano Freedom  221 Shoreline  5,Price per SQM: £52.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Freedom 251 Oatmeal (4 M),CA81874LAN-E8E6C,Lano,120.0,120.0,173.33333333333331,Carpet,Carpet,Lano Freedom  251 Oatmeal 4,Price per SQM: £52.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Freedom 251 Oatmeal (5 M),CA81874LAN-6D815,Lano,150.0,150.0,216.66666666666663,Carpet,Carpet,Lano Freedom  251 Oatmeal  5,Price per SQM: £52.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Freedom 312 Rust 2 (4 M),CA81874LAN-F6711,Lano,120.0,120.0,173.33333333333331,Carpet,Carpet,Lano Freedom  312 Rust 2 4,Price per SQM: £52.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Freedom 312 Rust 2 (5 M),CA81874LAN-A85C6,Lano,150.0,150.0,216.66666666666663,Carpet,Carpet,Lano Freedom  312 Rust 2  5,Price per SQM: £52.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Freedom 332 Apricot 2 (4 M),CA81874LAN-EF538,Lano,120.0,120.0,173.33333333333331,Carpet,Carpet,Lano Freedom  332 Apricot 2 4,Price per SQM: £52.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Freedom 332 Apricot 2 (5 M),CA81874LAN-4299E,Lano,150.0,150.0,216.66666666666663,Carpet,Carpet,Lano Freedom  332 Apricot 2  5,Price per SQM: £52.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Freedom 371 Gold Leaf 1 (4 M),CA81874LAN-8FA38,Lano,120.0,120.0,173.33333333333331,Carpet,Carpet,Lano Freedom  371 Gold Leaf 1 4,Price per SQM: £52.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Freedom 371 Gold Leaf 1 (5 M),CA81874LAN-12285,Lano,150.0,150.0,216.66666666666663,Carpet,Carpet,Lano Freedom  371 Gold Leaf 1  5,Price per SQM: £52.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Freedom 430 Bamboo Mat (4 M),CA81874LAN-ABF4C,Lano,120.0,120.0,173.33333333333331,Carpet,Carpet,Lano Freedom  430 Bamboo Mat 4,Price per SQM: £52.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Freedom 430 Bamboo Mat (5 M),CA81874LAN-D2453,Lano,150.0,150.0,216.66666666666663,Carpet,Carpet,Lano Freedom  430 Bamboo Mat  5,Price per SQM: £52.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Freedom 451 Faux Pearl (4 M),CA81874LAN-3C559,Lano,120.0,120.0,173.33333333333331,Carpet,Carpet,Lano Freedom  451 Faux Pearl 4,Price per SQM: £52.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Freedom 451 Faux Pearl (5 M),CA81874LAN-7D5D0,Lano,150.0,150.0,216.66666666666663,Carpet,Carpet,Lano Freedom  451 Faux Pearl  5,Price per SQM: £52.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Freedom 460 Hazelnut (4 M),CA81874LAN-14570,Lano,120.0,120.0,173.33333333333331,Carpet,Carpet,Lano Freedom  460 Hazelnut 4,Price per SQM: £52.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Freedom 460 Hazelnut (5 M),CA81874LAN-133C1,Lano,150.0,150.0,216.66666666666663,Carpet,Carpet,Lano Freedom  460 Hazelnut  5,Price per SQM: £52.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Freedom 470 Chestnut (4 M),CA81874LAN-E0823,Lano,120.0,120.0,173.33333333333331,Carpet,Carpet,Lano Freedom  470 Chestnut 4,Price per SQM: £52.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Freedom 470 Chestnut (5 M),CA81874LAN-2B185,Lano,150.0,150.0,216.66666666666663,Carpet,Carpet,Lano Freedom  470 Chestnut  5,Price per SQM: £52.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Freedom 611 Ivy 1 (4 M),CA81874LAN-47642,Lano,120.0,120.0,173.33333333333331,Carpet,Carpet,Lano Freedom  611 Ivy 1 4,Price per SQM: £52.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Freedom 611 Ivy 1 (5 M),CA81874LAN-1382B,Lano,150.0,150.0,216.66666666666663,Carpet,Carpet,Lano Freedom  611 Ivy 1  5,Price per SQM: £52.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Freedom 692 Satin Jade 2 (4 M),CA81874LAN-20B20,Lano,120.0,120.0,173.33333333333331,Carpet,Carpet,Lano Freedom  692 Satin Jade 2 4,Price per SQM: £52.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Freedom 692 Satin Jade 2 (5 M),CA81874LAN-8FC38,Lano,150.0,150.0,216.66666666666663,Carpet,Carpet,Lano Freedom  692 Satin Jade 2  5,Price per SQM: £52.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Freedom 712 Atlantic 2 (4 M),CA81874LAN-0F173,Lano,120.0,120.0,173.33333333333331,Carpet,Carpet,Lano Freedom  712 Atlantic 2 4,Price per SQM: £52.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Freedom 712 Atlantic 2 (5 M),CA81874LAN-1AB91,Lano,150.0,150.0,216.66666666666663,Carpet,Carpet,Lano Freedom  712 Atlantic 2  5,Price per SQM: £52.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Freedom 761 Summer Sky (4 M),CA81874LAN-19368,Lano,120.0,120.0,173.33333333333331,Carpet,Carpet,Lano Freedom  761 Summer Sky 4,Price per SQM: £52.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Freedom 761 Summer Sky (5 M),CA81874LAN-4FAA4,Lano,150.0,150.0,216.66666666666663,Carpet,Carpet,Lano Freedom  761 Summer Sky  5,Price per SQM: £52.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Freedom 781 Steel1 (4 M),CA81874LAN-0F8CB,Lano,120.0,120.0,173.33333333333331,Carpet,Carpet,Lano Freedom  781 Steel1 4,Price per SQM: £52.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Freedom 781 Steel1 (5 M),CA81874LAN-9B468,Lano,150.0,150.0,216.66666666666663,Carpet,Carpet,Lano Freedom  781 Steel1  5,Price per SQM: £52.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
Freedom 820 Domino (4 M),CA81874LAN-7F1CB,Lano,120.0,120.0,173.33333333333331,Carpet,Carpet,Lano Freedom  820 Domino 4,Price per SQM: £52.00 inc VAT; Locations: Richmond; Updated: 07-Jun-2024; Data synced from Rakata
