Description,Part Number,Manufacturer,Cost Price,Trade Price,Sell Price (Tier 1 (Buy)),Group (Ignored for Updates),Subgroup 1 (Ignored for Updates),Search Terms,Notes
Pure Luxury Wool - Troika Magnolia (4 M),CA61534WES-7D88F,Westex,323.028,323.028,433.33333333333337,Carpet,Carpet,Westex Pure Luxury Wool - Troika  Magnolia  4,Price per SQM: £130.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Troika Magnolia (4.57 M),CA61534WES-57912,Westex,369.05949000000004,369.05949000000004,495.0833333333334,Carpet,Carpet,Westex Pure Luxury Wool - Troika  Magnolia  4.57,Price per SQM: £130.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Troika Magnolia (5 M),CA61534WES-73F59,Westex,403.785,403.785,541.6666666666667,Carpet,Carpet,Westex Pure Luxury Wool - Troika  Magnolia  5,Price per SQM: £130.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Troika Manor Grey (1 M),CA61534WES-395CE,Westex,80.757,80.757,108.33333333333334,Carpet,Carpet,Westex Pure Luxury Wool - Troika  Manor Grey 1,Price per SQM: £130.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Troika Manor Grey (3.66 M),CA61534WES-99A03,Westex,295.57062,295.57062,396.50000000000006,Carpet,Carpet,Westex Pure Luxury Wool - Troika  Manor Grey  3.66,Price per SQM: £130.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Troika Manor Grey (4 M),CA61534WES-CEEE3,Westex,323.028,323.028,433.33333333333337,Carpet,Carpet,Westex Pure Luxury Wool - Troika  Manor Grey  4,Price per SQM: £130.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Troika Manor Grey (4.57 M),CA61534WES-0000D,Westex,369.05949000000004,369.05949000000004,495.0833333333334,Carpet,Carpet,Westex Pure Luxury Wool - Troika  Manor Grey  4.57,Price per SQM: £130.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Troika Manor Grey (5 M),CA61534WES-86E5C,Westex,403.785,403.785,541.6666666666667,Carpet,Carpet,Westex Pure Luxury Wool - Troika  Manor Grey  5,Price per SQM: £130.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Troika Maple (1 M),CA61534WES-3DE7B,Westex,80.757,80.757,108.33333333333334,Carpet,Carpet,Westex Pure Luxury Wool - Troika  Maple 1,Price per SQM: £130.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Troika Maple (3.66 M),CA61534WES-B4712,Westex,295.57062,295.57062,396.50000000000006,Carpet,Carpet,Westex Pure Luxury Wool - Troika  Maple  3.66,Price per SQM: £130.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Troika Maple (4 M),CA61534WES-D4327,Westex,323.028,323.028,433.33333333333337,Carpet,Carpet,Westex Pure Luxury Wool - Troika  Maple  4,Price per SQM: £130.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Troika Maple (4.57 M),CA61534WES-18346,Westex,369.05949000000004,369.05949000000004,495.0833333333334,Carpet,Carpet,Westex Pure Luxury Wool - Troika  Maple  4.57,Price per SQM: £130.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Troika Maple (5 M),CA61534WES-CE7BB,Westex,403.785,403.785,541.6666666666667,Carpet,Carpet,Westex Pure Luxury Wool - Troika  Maple  5,Price per SQM: £130.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Troika Marshmallow (1 M),CA61534WES-91CEF,Westex,80.757,80.757,108.33333333333334,Carpet,Carpet,Westex Pure Luxury Wool - Troika  Marshmallow 1,Price per SQM: £130.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Troika Marshmallow (3.66 M),CA61534WES-C7B82,Westex,295.57062,295.57062,396.50000000000006,Carpet,Carpet,Westex Pure Luxury Wool - Troika  Marshmallow  3.66,Price per SQM: £130.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Troika Marshmallow (4 M),CA61534WES-D4C5A,Westex,323.028,323.028,433.33333333333337,Carpet,Carpet,Westex Pure Luxury Wool - Troika  Marshmallow  4,Price per SQM: £130.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Troika Marshmallow (4.57 M),CA61534WES-E988B,Westex,369.05949000000004,369.05949000000004,495.0833333333334,Carpet,Carpet,Westex Pure Luxury Wool - Troika  Marshmallow  4.57,Price per SQM: £130.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Troika Marshmallow (5 M),CA61534WES-9613F,Westex,403.785,403.785,541.6666666666667,Carpet,Carpet,Westex Pure Luxury Wool - Troika  Marshmallow  5,Price per SQM: £130.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Troika Mushroom (1 M),CA61534WES-88537,Westex,80.757,80.757,108.33333333333334,Carpet,Carpet,Westex Pure Luxury Wool - Troika  Mushroom 1,Price per SQM: £130.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Troika Mushroom (3.66 M),CA61534WES-62B67,Westex,295.57062,295.57062,396.50000000000006,Carpet,Carpet,Westex Pure Luxury Wool - Troika  Mushroom  3.66,Price per SQM: £130.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Troika Mushroom (4 M),CA61534WES-845E0,Westex,323.028,323.028,433.33333333333337,Carpet,Carpet,Westex Pure Luxury Wool - Troika  Mushroom  4,Price per SQM: £130.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Troika Mushroom (4.57 M),CA61534WES-E4D92,Westex,369.05949000000004,369.05949000000004,495.0833333333334,Carpet,Carpet,Westex Pure Luxury Wool - Troika  Mushroom  4.57,Price per SQM: £130.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Troika Mushroom (5 M),CA61534WES-D9EFC,Westex,403.785,403.785,541.6666666666667,Carpet,Carpet,Westex Pure Luxury Wool - Troika  Mushroom  5,Price per SQM: £130.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Troika Oakland (1 M),CA61534WES-3EDF5,Westex,80.757,80.757,108.33333333333334,Carpet,Carpet,Westex Pure Luxury Wool - Troika  Oakland 1,Price per SQM: £130.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Troika Oakland (3.66 M),CA61534WES-98FB7,Westex,295.57062,295.57062,396.50000000000006,Carpet,Carpet,Westex Pure Luxury Wool - Troika  Oakland  3.66,Price per SQM: £130.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Troika Oakland (4 M),CA61534WES-51045,Westex,323.028,323.028,433.33333333333337,Carpet,Carpet,Westex Pure Luxury Wool - Troika  Oakland  4,Price per SQM: £130.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Troika Oakland (4.57 M),CA61534WES-1056D,Westex,369.05949000000004,369.05949000000004,495.0833333333334,Carpet,Carpet,Westex Pure Luxury Wool - Troika  Oakland  4.57,Price per SQM: £130.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Troika Oakland (5 M),CA61534WES-BECBB,Westex,403.785,403.785,541.6666666666667,Carpet,Carpet,Westex Pure Luxury Wool - Troika  Oakland  5,Price per SQM: £130.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Troika Onyx (1 M),CA61534WES-6EC52,Westex,80.757,80.757,108.33333333333334,Carpet,Carpet,Westex Pure Luxury Wool - Troika  Onyx 1,Price per SQM: £130.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Troika Onyx (3.66 M),CA61534WES-CBCC7,Westex,295.57062,295.57062,396.50000000000006,Carpet,Carpet,Westex Pure Luxury Wool - Troika  Onyx  3.66,Price per SQM: £130.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Troika Onyx (4 M),CA61534WES-F9C68,Westex,323.028,323.028,433.33333333333337,Carpet,Carpet,Westex Pure Luxury Wool - Troika  Onyx  4,Price per SQM: £130.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Troika Onyx (4.57 M),CA61534WES-9897E,Westex,369.05949000000004,369.05949000000004,495.0833333333334,Carpet,Carpet,Westex Pure Luxury Wool - Troika  Onyx  4.57,Price per SQM: £130.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Troika Onyx (5 M),CA61534WES-EDA41,Westex,403.785,403.785,541.6666666666667,Carpet,Carpet,Westex Pure Luxury Wool - Troika  Onyx  5,Price per SQM: £130.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Troika Platinum (1 M),CA61534WES-6208A,Westex,80.757,80.757,108.33333333333334,Carpet,Carpet,Westex Pure Luxury Wool - Troika  Platinum 1,Price per SQM: £130.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Troika Platinum (3.66 M),CA61534WES-D43F7,Westex,295.57062,295.57062,396.50000000000006,Carpet,Carpet,Westex Pure Luxury Wool - Troika  Platinum  3.66,Price per SQM: £130.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Troika Platinum (4 M),CA61534WES-C13EB,Westex,323.028,323.028,433.33333333333337,Carpet,Carpet,Westex Pure Luxury Wool - Troika  Platinum  4,Price per SQM: £130.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Troika Platinum (4.57 M),CA61534WES-75372,Westex,369.05949000000004,369.05949000000004,495.0833333333334,Carpet,Carpet,Westex Pure Luxury Wool - Troika  Platinum  4.57,Price per SQM: £130.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Troika Platinum (5 M),CA61534WES-7D519,Westex,403.785,403.785,541.6666666666667,Carpet,Carpet,Westex Pure Luxury Wool - Troika  Platinum  5,Price per SQM: £130.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Troika Storm (1 M),CA61534WES-29F0B,Westex,80.757,80.757,108.33333333333334,Carpet,Carpet,Westex Pure Luxury Wool - Troika  Storm 1,Price per SQM: £130.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Troika Storm (3.66 M),CA61534WES-D26A9,Westex,295.57062,295.57062,396.50000000000006,Carpet,Carpet,Westex Pure Luxury Wool - Troika  Storm  3.66,Price per SQM: £130.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Troika Storm (4 M),CA61534WES-D4082,Westex,323.028,323.028,433.33333333333337,Carpet,Carpet,Westex Pure Luxury Wool - Troika  Storm  4,Price per SQM: £130.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Troika Storm (4.57 M),CA61534WES-BEB73,Westex,369.05949000000004,369.05949000000004,495.0833333333334,Carpet,Carpet,Westex Pure Luxury Wool - Troika  Storm  4.57,Price per SQM: £130.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Troika Storm (5 M),CA61534WES-73318,Westex,403.785,403.785,541.6666666666667,Carpet,Carpet,Westex Pure Luxury Wool - Troika  Storm  5,Price per SQM: £130.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Tundra Ermine (1 M),CA44832WES-65FF4,Westex,59.904,59.904,82.5,Carpet,Carpet,Westex Pure Luxury Wool - Tundra Ermine 1,Price per SQM: £99.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Tundra Ermine (3.66 M),CA44832WES-B9E62,Westex,219.24864000000002,219.24864000000002,301.95,Carpet,Carpet,Westex Pure Luxury Wool - Tundra Ermine  3.66,Price per SQM: £99.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Tundra Ermine (4 M),CA44832WES-FD5E1,Westex,239.616,239.616,330.0,Carpet,Carpet,Westex Pure Luxury Wool - Tundra Ermine  4,Price per SQM: £99.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Tundra Ermine (4.57 M),CA44832WES-C51F4,Westex,273.76128000000006,273.76128000000006,377.02500000000003,Carpet,Carpet,Westex Pure Luxury Wool - Tundra Ermine  4.57,Price per SQM: £99.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Tundra Ermine (5 M),CA44832WES-B9590,Westex,299.52000000000004,299.52000000000004,412.5,Carpet,Carpet,Westex Pure Luxury Wool - Tundra Ermine  5,Price per SQM: £99.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Tundra Ivory (1 M),CA44832WES-2324B,Westex,59.904,59.904,82.5,Carpet,Carpet,Westex Pure Luxury Wool - Tundra  Ivory 1,Price per SQM: £99.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Tundra Ivory (3.66 M),CA44832WES-D50E7,Westex,219.24864000000002,219.24864000000002,301.95,Carpet,Carpet,Westex Pure Luxury Wool - Tundra  Ivory  3.66,Price per SQM: £99.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Tundra Ivory (4 M),CA44832WES-31A64,Westex,239.616,239.616,330.0,Carpet,Carpet,Westex Pure Luxury Wool - Tundra  Ivory  4,Price per SQM: £99.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Tundra Ivory (4.57 M),CA44832WES-43147,Westex,273.76128000000006,273.76128000000006,377.02500000000003,Carpet,Carpet,Westex Pure Luxury Wool - Tundra  Ivory  4.57,Price per SQM: £99.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Tundra Ivory (5 M),CA44832WES-1B59B,Westex,299.52000000000004,299.52000000000004,412.5,Carpet,Carpet,Westex Pure Luxury Wool - Tundra  Ivory  5,Price per SQM: £99.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Tundra Latte (1 M),CA44832WES-E9F24,Westex,59.904,59.904,82.5,Carpet,Carpet,Westex Pure Luxury Wool - Tundra  Latte 1,Price per SQM: £99.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Tundra Latte (3.66 M),CA44832WES-F5DF5,Westex,219.24864000000002,219.24864000000002,301.95,Carpet,Carpet,Westex Pure Luxury Wool - Tundra  Latte  3.66,Price per SQM: £99.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Tundra Latte (4 M),CA44832WES-7A57E,Westex,239.616,239.616,330.0,Carpet,Carpet,Westex Pure Luxury Wool - Tundra  Latte  4,Price per SQM: £99.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Tundra Latte (4.57 M),CA44832WES-F888A,Westex,273.76128000000006,273.76128000000006,377.02500000000003,Carpet,Carpet,Westex Pure Luxury Wool - Tundra  Latte  4.57,Price per SQM: £99.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Tundra Latte (5 M),CA44832WES-D0B4A,Westex,299.52000000000004,299.52000000000004,412.5,Carpet,Carpet,Westex Pure Luxury Wool - Tundra  Latte  5,Price per SQM: £99.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Tundra Magnolia (1 M),CA44832WES-A7510,Westex,59.904,59.904,82.5,Carpet,Carpet,Westex Pure Luxury Wool - Tundra  Magnolia 1,Price per SQM: £99.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Tundra Magnolia (3.66 M),CA44832WES-6422F,Westex,219.24864000000002,219.24864000000002,301.95,Carpet,Carpet,Westex Pure Luxury Wool - Tundra  Magnolia  3.66,Price per SQM: £99.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Tundra Magnolia (4 M),CA44832WES-7D88F,Westex,239.616,239.616,330.0,Carpet,Carpet,Westex Pure Luxury Wool - Tundra  Magnolia  4,Price per SQM: £99.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Tundra Magnolia (4.57 M),CA44832WES-57912,Westex,273.76128000000006,273.76128000000006,377.02500000000003,Carpet,Carpet,Westex Pure Luxury Wool - Tundra  Magnolia  4.57,Price per SQM: £99.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Tundra Magnolia (5 M),CA44832WES-73F59,Westex,299.52000000000004,299.52000000000004,412.5,Carpet,Carpet,Westex Pure Luxury Wool - Tundra  Magnolia  5,Price per SQM: £99.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Tundra Manor Grey (1 M),CA44832WES-395CE,Westex,59.904,59.904,82.5,Carpet,Carpet,Westex Pure Luxury Wool - Tundra  Manor Grey 1,Price per SQM: £99.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Tundra Manor Grey (3.66 M),CA44832WES-99A03,Westex,219.24864000000002,219.24864000000002,301.95,Carpet,Carpet,Westex Pure Luxury Wool - Tundra  Manor Grey  3.66,Price per SQM: £99.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Tundra Manor Grey (4 M),CA44832WES-CEEE3,Westex,239.616,239.616,330.0,Carpet,Carpet,Westex Pure Luxury Wool - Tundra  Manor Grey  4,Price per SQM: £99.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Tundra Manor Grey (4.57 M),CA44832WES-0000D,Westex,273.76128000000006,273.76128000000006,377.02500000000003,Carpet,Carpet,Westex Pure Luxury Wool - Tundra  Manor Grey  4.57,Price per SQM: £99.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Tundra Manor Grey (5 M),CA44832WES-86E5C,Westex,299.52000000000004,299.52000000000004,412.5,Carpet,Carpet,Westex Pure Luxury Wool - Tundra  Manor Grey  5,Price per SQM: £99.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Tundra Maple (1 M),CA44832WES-3DE7B,Westex,59.904,59.904,82.5,Carpet,Carpet,Westex Pure Luxury Wool - Tundra  Maple 1,Price per SQM: £99.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Tundra Maple (3.66 M),CA44832WES-B4712,Westex,219.24864000000002,219.24864000000002,301.95,Carpet,Carpet,Westex Pure Luxury Wool - Tundra  Maple  3.66,Price per SQM: £99.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Tundra Maple (4 M),CA44832WES-D4327,Westex,239.616,239.616,330.0,Carpet,Carpet,Westex Pure Luxury Wool - Tundra  Maple  4,Price per SQM: £99.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Tundra Maple (4.57 M),CA44832WES-18346,Westex,273.76128000000006,273.76128000000006,377.02500000000003,Carpet,Carpet,Westex Pure Luxury Wool - Tundra  Maple  4.57,Price per SQM: £99.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Tundra Maple (5 M),CA44832WES-CE7BB,Westex,299.52000000000004,299.52000000000004,412.5,Carpet,Carpet,Westex Pure Luxury Wool - Tundra  Maple  5,Price per SQM: £99.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Tundra Marshmallow (1 M),CA44832WES-91CEF,Westex,59.904,59.904,82.5,Carpet,Carpet,Westex Pure Luxury Wool - Tundra  Marshmallow 1,Price per SQM: £99.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Tundra Marshmallow (3.66 M),CA44832WES-C7B82,Westex,219.24864000000002,219.24864000000002,301.95,Carpet,Carpet,Westex Pure Luxury Wool - Tundra  Marshmallow  3.66,Price per SQM: £99.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Tundra Marshmallow (4 M),CA44832WES-D4C5A,Westex,239.616,239.616,330.0,Carpet,Carpet,Westex Pure Luxury Wool - Tundra  Marshmallow  4,Price per SQM: £99.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Tundra Marshmallow (4.57 M),CA44832WES-E988B,Westex,273.76128000000006,273.76128000000006,377.02500000000003,Carpet,Carpet,Westex Pure Luxury Wool - Tundra  Marshmallow  4.57,Price per SQM: £99.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Tundra Marshmallow (5 M),CA44832WES-9613F,Westex,299.52000000000004,299.52000000000004,412.5,Carpet,Carpet,Westex Pure Luxury Wool - Tundra  Marshmallow  5,Price per SQM: £99.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Tundra Mushroom (1 M),CA44832WES-88537,Westex,59.904,59.904,82.5,Carpet,Carpet,Westex Pure Luxury Wool - Tundra  Mushroom 1,Price per SQM: £99.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Tundra Mushroom (3.66 M),CA44832WES-62B67,Westex,219.24864000000002,219.24864000000002,301.95,Carpet,Carpet,Westex Pure Luxury Wool - Tundra  Mushroom  3.66,Price per SQM: £99.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Tundra Mushroom (4 M),CA44832WES-845E0,Westex,239.616,239.616,330.0,Carpet,Carpet,Westex Pure Luxury Wool - Tundra  Mushroom  4,Price per SQM: £99.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Tundra Mushroom (4.57 M),CA44832WES-E4D92,Westex,273.76128000000006,273.76128000000006,377.02500000000003,Carpet,Carpet,Westex Pure Luxury Wool - Tundra  Mushroom  4.57,Price per SQM: £99.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Tundra Mushroom (5 M),CA44832WES-D9EFC,Westex,299.52000000000004,299.52000000000004,412.5,Carpet,Carpet,Westex Pure Luxury Wool - Tundra  Mushroom  5,Price per SQM: £99.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Tundra Oakland (1 M),CA44832WES-3EDF5,Westex,59.904,59.904,82.5,Carpet,Carpet,Westex Pure Luxury Wool - Tundra  Oakland 1,Price per SQM: £99.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Tundra Oakland (3.66 M),CA44832WES-98FB7,Westex,219.24864000000002,219.24864000000002,301.95,Carpet,Carpet,Westex Pure Luxury Wool - Tundra  Oakland  3.66,Price per SQM: £99.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Tundra Oakland (4 M),CA44832WES-51045,Westex,239.616,239.616,330.0,Carpet,Carpet,Westex Pure Luxury Wool - Tundra  Oakland  4,Price per SQM: £99.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Tundra Oakland (4.57 M),CA44832WES-1056D,Westex,273.76128000000006,273.76128000000006,377.02500000000003,Carpet,Carpet,Westex Pure Luxury Wool - Tundra  Oakland  4.57,Price per SQM: £99.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Tundra Oakland (5 M),CA44832WES-BECBB,Westex,299.52000000000004,299.52000000000004,412.5,Carpet,Carpet,Westex Pure Luxury Wool - Tundra  Oakland  5,Price per SQM: £99.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Tundra Onyx (1 M),CA44832WES-6EC52,Westex,59.904,59.904,82.5,Carpet,Carpet,Westex Pure Luxury Wool - Tundra  Onyx 1,Price per SQM: £99.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Tundra Onyx (3.66 M),CA44832WES-CBCC7,Westex,219.24864000000002,219.24864000000002,301.95,Carpet,Carpet,Westex Pure Luxury Wool - Tundra  Onyx  3.66,Price per SQM: £99.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Tundra Onyx (4 M),CA44832WES-F9C68,Westex,239.616,239.616,330.0,Carpet,Carpet,Westex Pure Luxury Wool - Tundra  Onyx  4,Price per SQM: £99.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Tundra Onyx (4.57 M),CA44832WES-9897E,Westex,273.76128000000006,273.76128000000006,377.02500000000003,Carpet,Carpet,Westex Pure Luxury Wool - Tundra  Onyx  4.57,Price per SQM: £99.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Tundra Onyx (5 M),CA44832WES-EDA41,Westex,299.52000000000004,299.52000000000004,412.5,Carpet,Carpet,Westex Pure Luxury Wool - Tundra  Onyx  5,Price per SQM: £99.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Tundra Platinum (1 M),CA44832WES-6208A,Westex,59.904,59.904,82.5,Carpet,Carpet,Westex Pure Luxury Wool - Tundra  Platinum 1,Price per SQM: £99.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Tundra Platinum (3.66 M),CA44832WES-D43F7,Westex,219.24864000000002,219.24864000000002,301.95,Carpet,Carpet,Westex Pure Luxury Wool - Tundra  Platinum  3.66,Price per SQM: £99.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Tundra Platinum (4 M),CA44832WES-C13EB,Westex,239.616,239.616,330.0,Carpet,Carpet,Westex Pure Luxury Wool - Tundra  Platinum  4,Price per SQM: £99.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
Pure Luxury Wool - Tundra Platinum (4.57 M),CA44832WES-75372,Westex,273.76128000000006,273.76128000000006,377.02500000000003,Carpet,Carpet,Westex Pure Luxury Wool - Tundra  Platinum  4.57,Price per SQM: £99.00 inc VAT; Locations: None; Updated: 07-Jun-2024; Data synced from Rakata
